head,relation,tail,timestamp,confidence,source_id
PH00223,COMMUNICATED_WITH,PH00017,2026-05-16 05:36:00,0.99,CDR005961
PH00223,COMMUNICATED_WITH,PH00468,2026-02-21 06:00:00,0.99,CDR006480
PH00223,COMMUNICATED_WITH,PH00835,2026-05-24 19:35:00,0.99,CDR006687
PH00223,COMMUNICATED_WITH,PH00882,2026-07-23 14:41:00,0.99,CDR009606
PH00223,COMMUNICATED_WITH,PH00499,2026-02-23 15:44:00,0.99,CDR009686
PH00223,COMMUNICATED_WITH,PH00062,2026-02-20 13:41:00,0.99,CDR010667
PH00223,COMMUNICATED_WITH,PH00295,2026-06-22 11:50:00,0.99,CDR010811
PH00223,COMMUNICATED_WITH,PH00608,2026-08-29 15:04:00,0.99,CDR011778
PH00224,COMMUNICATED_WITH,PH00732,2026-02-22 04:20:00,0.99,CDR000179
PH00224,COMMUNICATED_WITH,PH00245,2026-03-29 02:01:00,0.99,CDR000808
PH00224,COMMUNICATED_WITH,PH00055,2026-03-18 01:24:00,0.99,CDR000834
PH00224,COMMUNICATED_WITH,PH00096,2026-08-21 18:23:00,0.99,CDR002037
PH00224,COMMUNICATED_WITH,PH00158,2026-04-20 15:48:00,0.99,CDR002270
PH00224,COMMUNICATED_WITH,PH00765,2026-05-17 10:45:00,0.99,CDR002391
PH00224,COMMUNICATED_WITH,PH00643,2026-06-24 10:20:00,0.99,CDR002393
PH00224,COMMUNICATED_WITH,PH00693,2026-01-12 08:43:00,0.99,CDR005960
PH00224,COMMUNICATED_WITH,PH00952,2026-07-19 02:06:00,0.99,CDR006429
PH00224,COMMUNICATED_WITH,PH01132,2026-02-14 05:25:00,0.99,CDR006536
PH00224,COMMUNICATED_WITH,PH00116,2026-05-23 10:09:00,0.99,CDR007204
PH00224,COMMUNICATED_WITH,PH00886,2026-01-17 15:35:00,0.99,CDR007927
PH00224,COMMUNICATED_WITH,PH00129,2026-07-20 01:40:00,0.99,CDR010536
PH00224,COMMUNICATED_WITH,PH00362,2026-02-07 16:08:00,0.99,CDR011786
PH00225,COMMUNICATED_WITH,PH00348,2026-06-27 21:45:00,0.99,CDR000820
PH00225,COMMUNICATED_WITH,PH00320,2026-03-14 05:39:00,0.99,CDR001308
PH00225,COMMUNICATED_WITH,PH00512,2026-05-08 00:21:00,0.99,CDR002095
PH00225,COMMUNICATED_WITH,PH01153,2026-04-27 14:33:00,0.99,CDR003797
PH00225,COMMUNICATED_WITH,PH00967,2026-03-07 04:59:00,0.99,CDR006877
PH00225,COMMUNICATED_WITH,PH01038,2026-05-03 07:21:00,0.99,CDR006985
PH00225,COMMUNICATED_WITH,PH00725,2026-05-15 23:06:00,0.99,CDR007551
PH00225,COMMUNICATED_WITH,PH01035,2026-01-30 10:31:00,0.99,CDR009069
PH00225,COMMUNICATED_WITH,PH00264,2026-01-20 06:25:00,0.99,CDR011214
PH00225,COMMUNICATED_WITH,PH00200,2026-08-04 06:32:00,0.99,CDR011905
PH00226,COMMUNICATED_WITH,PH00644,2026-08-19 05:29:00,0.99,CDR001235
PH00226,COMMUNICATED_WITH,PH00119,2026-04-05 08:46:00,0.99,CDR003062
PH00226,COMMUNICATED_WITH,PH00903,2026-05-20 20:29:00,0.99,CDR003811
PH00226,COMMUNICATED_WITH,PH00798,2026-01-25 09:24:00,0.99,CDR004762
PH00226,COMMUNICATED_WITH,PH00181,2026-02-07 06:21:00,0.99,CDR005872
PH00226,COMMUNICATED_WITH,PH00721,2026-02-05 18:51:00,0.99,CDR006304
PH00226,COMMUNICATED_WITH,PH00111,2026-04-11 22:12:00,0.99,CDR007033
PH00226,COMMUNICATED_WITH,PH00111,2026-08-12 12:23:00,0.99,CDR008713
PH00227,COMMUNICATED_WITH,PH00444,2026-01-01 21:35:00,0.99,CDR002536
PH00227,COMMUNICATED_WITH,PH00979,2026-05-19 00:51:00,0.99,CDR006048
PH00227,COMMUNICATED_WITH,PH00710,2026-02-11 20:29:00,0.99,CDR007631
PH00227,COMMUNICATED_WITH,PH00012,2026-08-16 01:40:00,0.99,CDR008763
PH00227,COMMUNICATED_WITH,PH00908,2026-03-16 16:57:00,0.99,CDR010131
PH00227,COMMUNICATED_WITH,PH01105,2026-07-15 01:03:00,0.99,CDR011799
PH00227,COMMUNICATED_WITH,PH01022,2026-08-15 01:39:00,0.99,CDR011910
PH00228,COMMUNICATED_WITH,PH01121,2026-04-27 09:00:00,0.99,CDR001741
PH00228,COMMUNICATED_WITH,PH01106,2026-01-02 18:01:00,0.99,CDR001885
PH00228,COMMUNICATED_WITH,PH00187,2026-08-14 12:37:00,0.99,CDR002022
PH00228,COMMUNICATED_WITH,PH00569,2026-08-29 07:42:00,0.99,CDR003179
PH00229,COMMUNICATED_WITH,PH00940,2026-08-18 21:47:00,0.99,CDR002478
PH00229,COMMUNICATED_WITH,PH00903,2026-07-03 01:04:00,0.99,CDR002569
PH00229,COMMUNICATED_WITH,PH01164,2026-04-29 01:02:00,0.99,CDR003108
PH00229,COMMUNICATED_WITH,PH00594,2026-02-14 00:04:00,0.99,CDR003390
PH00229,COMMUNICATED_WITH,PH00104,2026-04-07 19:08:00,0.99,CDR003921
PH00229,COMMUNICATED_WITH,PH00104,2026-06-27 06:08:00,0.99,CDR008520
PH00229,COMMUNICATED_WITH,PH00244,2026-04-17 23:18:00,0.99,CDR004867
PH00229,COMMUNICATED_WITH,PH00258,2026-08-26 08:29:00,0.99,CDR006691
PH00229,COMMUNICATED_WITH,PH00181,2026-03-05 01:09:00,0.99,CDR007432
PH00229,COMMUNICATED_WITH,PH01040,2026-05-08 09:22:00,0.99,CDR009056
PH00229,COMMUNICATED_WITH,PH01174,2026-02-07 02:59:00,0.99,CDR009759
PH00230,COMMUNICATED_WITH,PH00585,2026-06-26 16:59:00,0.99,CDR002754
PH00230,COMMUNICATED_WITH,PH01156,2026-03-21 19:08:00,0.99,CDR003886
PH00230,COMMUNICATED_WITH,PH00315,2026-08-28 05:34:00,0.99,CDR004537
PH00230,COMMUNICATED_WITH,PH00954,2026-02-04 09:12:00,0.99,CDR006756
PH00230,COMMUNICATED_WITH,PH00241,2026-07-21 07:55:00,0.99,CDR006783
PH00230,COMMUNICATED_WITH,PH00351,2026-06-06 23:37:00,0.99,CDR006830
PH00230,COMMUNICATED_WITH,PH00378,2026-05-22 21:33:00,0.99,CDR006846
PH00230,COMMUNICATED_WITH,PH00301,2026-04-08 00:11:00,0.99,CDR007297
PH00230,COMMUNICATED_WITH,PH00806,2026-01-04 20:00:00,0.99,CDR007430
PH00230,COMMUNICATED_WITH,PH00964,2026-08-09 12:10:00,0.99,CDR008067
PH00230,COMMUNICATED_WITH,PH00071,2026-05-08 13:26:00,0.99,CDR009637
PH00230,COMMUNICATED_WITH,PH00931,2026-01-10 04:29:00,0.99,CDR010110
PH00230,COMMUNICATED_WITH,PH00593,2026-07-16 11:05:00,0.99,CDR010519
PH00231,COMMUNICATED_WITH,PH00456,2026-01-13 08:49:00,0.99,CDR000389
PH00231,COMMUNICATED_WITH,PH01082,2026-07-17 07:48:00,0.99,CDR002242
PH00231,COMMUNICATED_WITH,PH00329,2026-08-15 08:59:00,0.99,CDR006241
PH00231,COMMUNICATED_WITH,PH01016,2026-04-18 03:06:00,0.99,CDR007069
PH00231,COMMUNICATED_WITH,PH00896,2026-07-08 16:57:00,0.99,CDR007184
PH00231,COMMUNICATED_WITH,PH01144,2026-05-03 01:27:00,0.99,CDR011662
PH00232,COMMUNICATED_WITH,PH00107,2026-04-01 18:43:00,0.99,CDR000718
PH00232,COMMUNICATED_WITH,PH00358,2026-06-17 13:53:00,0.99,CDR002315
PH00232,COMMUNICATED_WITH,PH00419,2026-02-21 05:06:00,0.99,CDR002652
PH00232,COMMUNICATED_WITH,PH00988,2026-03-18 04:59:00,0.99,CDR006912
PH00232,COMMUNICATED_WITH,PH00403,2026-01-11 11:44:00,0.99,CDR010085
PH00233,COMMUNICATED_WITH,PH00516,2026-04-19 01:43:00,0.99,CDR000374
PH00233,COMMUNICATED_WITH,PH00441,2026-01-05 10:53:00,0.99,CDR000828
PH00233,COMMUNICATED_WITH,PH00754,2026-07-02 05:14:00,0.99,CDR002232
PH00233,COMMUNICATED_WITH,PH01156,2026-05-02 06:09:00,0.99,CDR002594
PH00233,COMMUNICATED_WITH,PH00126,2026-07-18 23:31:00,0.99,CDR003164
PH00233,COMMUNICATED_WITH,PH00167,2026-08-17 13:50:00,0.99,CDR004356
PH00233,COMMUNICATED_WITH,PH00578,2026-06-15 15:41:00,0.99,CDR004723
PH00233,COMMUNICATED_WITH,PH01007,2026-05-20 23:49:00,0.99,CDR007143
PH00233,COMMUNICATED_WITH,PH00814,2026-05-25 18:59:00,0.99,CDR008096
PH00233,COMMUNICATED_WITH,PH00052,2026-05-29 21:25:00,0.99,CDR009228
PH00233,COMMUNICATED_WITH,PH00164,2026-01-09 09:15:00,0.99,CDR009377
PH00233,COMMUNICATED_WITH,PH00606,2026-02-13 09:44:00,0.99,CDR009457
PH00233,COMMUNICATED_WITH,PH01085,2026-03-06 08:22:00,0.99,CDR009573
PH00233,COMMUNICATED_WITH,PH00466,2026-05-17 20:39:00,0.99,CDR010410
PH00233,COMMUNICATED_WITH,PH00112,2026-06-01 13:08:00,0.99,CDR010836
PH00233,COMMUNICATED_WITH,PH00510,2026-07-08 20:23:00,0.99,CDR011077
PH00233,COMMUNICATED_WITH,PH00434,2026-07-06 05:38:00,0.99,CDR011212
PH00234,COMMUNICATED_WITH,PH01179,2026-05-27 10:19:00,0.99,CDR000171
PH00234,COMMUNICATED_WITH,PH00602,2026-01-16 15:04:00,0.99,CDR002858
PH00234,COMMUNICATED_WITH,PH00602,2026-08-06 16:46:00,0.99,CDR005041
PH00234,COMMUNICATED_WITH,PH00249,2026-01-17 21:54:00,0.99,CDR003307
PH00234,COMMUNICATED_WITH,PH00119,2026-06-09 16:33:00,0.99,CDR003838
PH00234,COMMUNICATED_WITH,PH00489,2026-05-26 17:44:00,0.99,CDR004003
PH00234,COMMUNICATED_WITH,PH00683,2026-05-13 19:17:00,0.99,CDR005919
PH00234,COMMUNICATED_WITH,PH00850,2026-05-24 06:50:00,0.99,CDR007630
PH00234,COMMUNICATED_WITH,PH00098,2026-08-05 18:07:00,0.99,CDR007787
PH00234,COMMUNICATED_WITH,PH00195,2026-05-10 14:34:00,0.99,CDR008387
PH00234,COMMUNICATED_WITH,PH00515,2026-03-12 11:48:00,0.99,CDR010380
PH00234,COMMUNICATED_WITH,PH00021,2026-01-09 17:37:00,0.99,CDR011823
PH00234,COMMUNICATED_WITH,PH00209,2026-06-14 06:47:00,0.99,CDR011928
PH00235,COMMUNICATED_WITH,PH01072,2026-01-14 05:10:00,0.99,CDR000137
PH00235,COMMUNICATED_WITH,PH00065,2026-04-03 07:44:00,0.99,CDR001622
PH00235,COMMUNICATED_WITH,PH00652,2026-03-19 19:29:00,0.99,CDR002291
PH00235,COMMUNICATED_WITH,PH01144,2026-08-12 13:04:00,0.99,CDR002830
PH00235,COMMUNICATED_WITH,PH00274,2026-02-18 05:31:00,0.99,CDR003473
PH00235,COMMUNICATED_WITH,PH00223,2026-08-20 21:49:00,0.99,CDR004249
PH00235,COMMUNICATED_WITH,PH00302,2026-05-03 10:40:00,0.99,CDR006542
PH00235,COMMUNICATED_WITH,PH01032,2026-08-28 16:58:00,0.99,CDR006591
PH00235,COMMUNICATED_WITH,PH00521,2026-08-17 03:05:00,0.99,CDR007482
PH00235,COMMUNICATED_WITH,PH00521,2026-04-21 11:26:00,0.99,CDR010606
PH00235,COMMUNICATED_WITH,PH00093,2026-06-30 14:13:00,0.99,CDR009312
PH00235,COMMUNICATED_WITH,PH00181,2026-06-23 12:58:00,0.99,CDR009788
PH00235,COMMUNICATED_WITH,PH00880,2026-02-15 00:19:00,0.99,CDR009934
PH00235,COMMUNICATED_WITH,PH01141,2026-06-03 22:38:00,0.99,CDR011340
PH00235,COMMUNICATED_WITH,PH01119,2026-07-05 17:33:00,0.99,CDR011959
PH00236,COMMUNICATED_WITH,PH00951,2026-01-05 07:22:00,0.99,CDR002641
PH00236,COMMUNICATED_WITH,PH00257,2026-05-13 18:53:00,0.99,CDR003284
PH00236,COMMUNICATED_WITH,PH00162,2026-02-27 05:55:00,0.99,CDR003490
PH00236,COMMUNICATED_WITH,PH00694,2026-02-20 12:10:00,0.99,CDR004324
PH00236,COMMUNICATED_WITH,PH00158,2026-07-24 11:53:00,0.99,CDR006721
PH00236,COMMUNICATED_WITH,PH00497,2026-01-24 20:50:00,0.99,CDR006848
PH00236,COMMUNICATED_WITH,PH00886,2026-08-02 23:11:00,0.99,CDR007138
PH00236,COMMUNICATED_WITH,PH01136,2026-04-04 02:08:00,0.99,CDR008582
PH00236,COMMUNICATED_WITH,PH00961,2026-07-11 09:11:00,0.99,CDR008596
PH00236,COMMUNICATED_WITH,PH00961,2026-03-15 20:44:00,0.99,CDR010490
PH00236,COMMUNICATED_WITH,PH00693,2026-01-25 07:24:00,0.99,CDR009512
PH00236,COMMUNICATED_WITH,PH00220,2026-07-10 04:03:00,0.99,CDR010685
PH00237,COMMUNICATED_WITH,PH00223,2026-03-02 08:09:00,0.99,CDR003433
PH00237,COMMUNICATED_WITH,PH00070,2026-05-04 05:25:00,0.99,CDR003791
PH00237,COMMUNICATED_WITH,PH00052,2026-03-05 09:20:00,0.99,CDR004511
PH00237,COMMUNICATED_WITH,PH00767,2026-07-08 16:53:00,0.99,CDR004847
PH00237,COMMUNICATED_WITH,PH00112,2026-03-15 04:25:00,0.99,CDR005044
PH00237,COMMUNICATED_WITH,PH00371,2026-07-31 08:55:00,0.99,CDR006103
PH00237,COMMUNICATED_WITH,PH00710,2026-04-29 03:34:00,0.99,CDR008866
PH00237,COMMUNICATED_WITH,PH01123,2026-07-23 08:51:00,0.99,CDR010510
PH00237,COMMUNICATED_WITH,PH00032,2026-01-25 04:30:00,0.99,CDR011760
PH00238,COMMUNICATED_WITH,PH01066,2026-02-21 06:21:00,0.99,CDR005268
PH00238,COMMUNICATED_WITH,PH01058,2026-07-25 13:38:00,0.99,CDR005358
PH00238,COMMUNICATED_WITH,PH00148,2026-05-18 10:10:00,0.99,CDR007511
PH00238,COMMUNICATED_WITH,PH00741,2026-04-06 17:42:00,0.99,CDR010783
PH00238,COMMUNICATED_WITH,PH00763,2026-07-03 11:26:00,0.99,CDR011812
PH00239,COMMUNICATED_WITH,PH01020,2026-04-19 07:43:00,0.99,CDR000733
PH00239,COMMUNICATED_WITH,PH01020,2026-07-02 12:47:00,0.99,CDR010026
PH00239,COMMUNICATED_WITH,PH00274,2026-03-01 21:10:00,0.99,CDR000869
PH00239,COMMUNICATED_WITH,PH00489,2026-08-02 02:39:00,0.99,CDR002223
PH00239,COMMUNICATED_WITH,PH01184,2026-08-24 08:09:00,0.99,CDR002237
PH00239,COMMUNICATED_WITH,PH01071,2026-05-02 22:26:00,0.99,CDR002624
PH00239,COMMUNICATED_WITH,PH00901,2026-06-04 12:04:00,0.99,CDR002792
PH00239,COMMUNICATED_WITH,PH00115,2026-01-03 12:06:00,0.99,CDR003808
PH00239,COMMUNICATED_WITH,PH00480,2026-01-26 03:34:00,0.99,CDR004252
PH00239,COMMUNICATED_WITH,PH00107,2026-05-06 00:56:00,0.99,CDR004355
PH00239,COMMUNICATED_WITH,PH00737,2026-03-18 14:16:00,0.99,CDR005865
PH00239,COMMUNICATED_WITH,PH01027,2026-04-23 14:26:00,0.99,CDR007964
PH00239,COMMUNICATED_WITH,PH00985,2026-07-08 06:34:00,0.99,CDR008160
PH00239,COMMUNICATED_WITH,PH00931,2026-06-03 11:45:00,0.99,CDR008417
PH00239,COMMUNICATED_WITH,PH00425,2026-03-25 20:49:00,0.99,CDR009653
PH00239,COMMUNICATED_WITH,PH00867,2026-05-29 15:11:00,0.99,CDR010973
PH00239,COMMUNICATED_WITH,PH00179,2026-01-12 05:07:00,0.99,CDR011691
PH00239,COMMUNICATED_WITH,PH00847,2026-02-09 04:41:00,0.99,CDR011710
PH00240,COMMUNICATED_WITH,PH00230,2026-01-22 03:25:00,0.99,CDR002052
PH00240,COMMUNICATED_WITH,PH00298,2026-05-26 06:35:00,0.99,CDR002374
PH00240,COMMUNICATED_WITH,PH00357,2026-04-11 01:50:00,0.99,CDR003539
PH00240,COMMUNICATED_WITH,PH00447,2026-01-11 18:52:00,0.99,CDR004130
PH00240,COMMUNICATED_WITH,PH00035,2026-06-22 18:20:00,0.99,CDR004490
PH00240,COMMUNICATED_WITH,PH00040,2026-01-27 05:14:00,0.99,CDR005922
PH00240,COMMUNICATED_WITH,PH00392,2026-07-02 06:13:00,0.99,CDR006978
PH00240,COMMUNICATED_WITH,PH01130,2026-05-31 21:50:00,0.99,CDR007882
PH00240,COMMUNICATED_WITH,PH00700,2026-02-04 13:44:00,0.99,CDR008959
PH00240,COMMUNICATED_WITH,PH00658,2026-04-19 20:12:00,0.99,CDR009969
PH00240,COMMUNICATED_WITH,PH00158,2026-01-03 04:17:00,0.99,CDR011431
PH00240,COMMUNICATED_WITH,PH00752,2026-03-10 10:44:00,0.99,CDR011745
PH00241,COMMUNICATED_WITH,PH00403,2026-05-08 09:07:00,0.99,CDR000116
PH00241,COMMUNICATED_WITH,PH00403,2026-06-29 02:13:00,0.99,CDR002131
PH00241,COMMUNICATED_WITH,PH00041,2026-08-03 11:16:00,0.99,CDR000544
PH00241,COMMUNICATED_WITH,PH00992,2026-07-08 09:02:00,0.99,CDR001493
PH00241,COMMUNICATED_WITH,PH01024,2026-08-13 06:33:00,0.99,CDR001876
PH00241,COMMUNICATED_WITH,PH00792,2026-06-13 20:31:00,0.99,CDR004681
PH00241,COMMUNICATED_WITH,PH00113,2026-02-13 12:00:00,0.99,CDR004849
PH00241,COMMUNICATED_WITH,PH00555,2026-01-22 21:19:00,0.99,CDR005491
PH00241,COMMUNICATED_WITH,PH00414,2026-05-01 03:14:00,0.99,CDR006630
PH00241,COMMUNICATED_WITH,PH00167,2026-08-11 09:48:00,0.99,CDR008286
PH00241,COMMUNICATED_WITH,PH00094,2026-05-21 00:16:00,0.99,CDR008356
PH00241,COMMUNICATED_WITH,PH00416,2026-04-11 00:31:00,0.99,CDR011153
PH00242,COMMUNICATED_WITH,PH01077,2026-02-14 23:40:00,0.99,CDR001779
PH00242,COMMUNICATED_WITH,PH01056,2026-07-29 09:08:00,0.99,CDR003180
PH00242,COMMUNICATED_WITH,PH00971,2026-07-27 21:45:00,0.99,CDR003329
PH00242,COMMUNICATED_WITH,PH00085,2026-01-17 22:41:00,0.99,CDR006159
PH00242,COMMUNICATED_WITH,PH00244,2026-04-08 05:54:00,0.99,CDR007801
PH00242,COMMUNICATED_WITH,PH00961,2026-03-07 11:07:00,0.99,CDR007928
PH00242,COMMUNICATED_WITH,PH00946,2026-03-21 03:14:00,0.99,CDR009074
PH00243,COMMUNICATED_WITH,PH00751,2026-01-07 02:04:00,0.99,CDR000058
PH00243,COMMUNICATED_WITH,PH00446,2026-08-13 11:48:00,0.99,CDR000561
PH00243,COMMUNICATED_WITH,PH01067,2026-03-21 10:02:00,0.99,CDR000635
PH00243,COMMUNICATED_WITH,PH00638,2026-08-07 05:34:00,0.99,CDR001955
PH00243,COMMUNICATED_WITH,PH00253,2026-03-25 00:33:00,0.99,CDR003155
PH00243,COMMUNICATED_WITH,PH00721,2026-01-04 21:09:00,0.99,CDR003801
PH00243,COMMUNICATED_WITH,PH01099,2026-03-15 05:25:00,0.99,CDR008111
PH00243,COMMUNICATED_WITH,PH00636,2026-02-18 09:25:00,0.99,CDR008307
PH00243,COMMUNICATED_WITH,PH00933,2026-02-15 11:59:00,0.99,CDR008880
PH00243,COMMUNICATED_WITH,PH00898,2026-04-09 06:42:00,0.99,CDR009035
PH00243,COMMUNICATED_WITH,PH00355,2026-06-24 02:39:00,0.99,CDR009345
PH00243,COMMUNICATED_WITH,PH01093,2026-05-27 08:23:00,0.99,CDR010208
PH00243,COMMUNICATED_WITH,PH00644,2026-07-15 03:26:00,0.99,CDR011749
PH00244,COMMUNICATED_WITH,PH01069,2026-08-19 09:15:00,0.99,CDR003242
PH00244,COMMUNICATED_WITH,PH01174,2026-05-03 19:35:00,0.99,CDR005081
PH00244,COMMUNICATED_WITH,PH01040,2026-02-05 16:26:00,0.99,CDR005335
PH00244,COMMUNICATED_WITH,PH00903,2026-01-07 15:06:00,0.99,CDR006322
PH00244,COMMUNICATED_WITH,PH00798,2026-08-10 15:09:00,0.99,CDR008431
PH00244,COMMUNICATED_WITH,PH01173,2026-02-09 12:18:00,0.99,CDR008737
PH00244,COMMUNICATED_WITH,PH00633,2026-05-06 14:04:00,0.99,CDR010364
PH00245,COMMUNICATED_WITH,PH01097,2026-02-06 19:13:00,0.99,CDR001248
PH00245,COMMUNICATED_WITH,PH00561,2026-06-22 07:39:00,0.99,CDR001286
PH00245,COMMUNICATED_WITH,PH00316,2026-02-26 23:33:00,0.99,CDR001546
PH00245,COMMUNICATED_WITH,PH00230,2026-03-03 10:22:00,0.99,CDR001813
PH00245,COMMUNICATED_WITH,PH00624,2026-05-01 21:17:00,0.99,CDR002644
PH00245,COMMUNICATED_WITH,PH01028,2026-03-30 02:21:00,0.99,CDR006146
PH00245,COMMUNICATED_WITH,PH00852,2026-05-22 05:56:00,0.99,CDR006804
PH00245,COMMUNICATED_WITH,PH00574,2026-03-30 02:52:00,0.99,CDR007243
PH00245,COMMUNICATED_WITH,PH00877,2026-04-21 19:09:00,0.99,CDR007729
PH00246,COMMUNICATED_WITH,PH00104,2026-03-28 02:33:00,0.99,CDR000603
PH00246,COMMUNICATED_WITH,PH00149,2026-07-26 16:49:00,0.99,CDR001661
PH00246,COMMUNICATED_WITH,PH00726,2026-04-20 07:10:00,0.99,CDR002460
PH00246,COMMUNICATED_WITH,PH01067,2026-04-22 11:17:00,0.99,CDR002741
PH00246,COMMUNICATED_WITH,PH00893,2026-06-21 07:54:00,0.99,CDR008909
PH00246,COMMUNICATED_WITH,PH00013,2026-08-25 19:48:00,0.99,CDR011921
PH00247,COMMUNICATED_WITH,PH00345,2026-08-01 18:28:00,0.99,CDR002099
PH00247,COMMUNICATED_WITH,PH00722,2026-08-03 13:59:00,0.99,CDR004423
PH00247,COMMUNICATED_WITH,PH00048,2026-08-13 05:59:00,0.99,CDR007760
PH00247,COMMUNICATED_WITH,PH00163,2026-05-03 17:43:00,0.99,CDR008296
PH00248,COMMUNICATED_WITH,PH01128,2026-05-01 15:55:00,0.99,CDR003743
PH00248,COMMUNICATED_WITH,PH01001,2026-08-08 01:24:00,0.99,CDR004079
PH00248,COMMUNICATED_WITH,PH00609,2026-03-08 23:45:00,0.99,CDR004455
PH00248,COMMUNICATED_WITH,PH01157,2026-01-03 01:12:00,0.99,CDR005517
PH00248,COMMUNICATED_WITH,PH01196,2026-02-07 12:28:00,0.99,CDR006249
PH00248,COMMUNICATED_WITH,PH00625,2026-02-08 14:45:00,0.99,CDR006349
PH00248,COMMUNICATED_WITH,PH00625,2026-02-15 05:34:00,0.99,CDR009024
PH00248,COMMUNICATED_WITH,PH00597,2026-08-01 12:16:00,0.99,CDR009393
PH00248,COMMUNICATED_WITH,PH00977,2026-01-21 18:12:00,0.99,CDR009865
PH00248,COMMUNICATED_WITH,PH01022,2026-07-26 20:45:00,0.99,CDR010976
PH00248,COMMUNICATED_WITH,PH00270,2026-04-27 20:52:00,0.99,CDR011306
PH00249,COMMUNICATED_WITH,PH00702,2026-04-07 21:31:00,0.99,CDR001061
PH00249,COMMUNICATED_WITH,PH00210,2026-01-22 19:13:00,0.99,CDR001804
PH00249,COMMUNICATED_WITH,PH00123,2026-03-09 00:29:00,0.99,CDR002296
PH00249,COMMUNICATED_WITH,PH00123,2026-02-18 04:16:00,0.99,CDR011436
PH00249,COMMUNICATED_WITH,PH01021,2026-05-21 21:44:00,0.99,CDR003168
PH00249,COMMUNICATED_WITH,PH00151,2026-07-26 04:57:00,0.99,CDR008519
PH00249,COMMUNICATED_WITH,PH01148,2026-06-11 17:13:00,0.99,CDR010542
PH00250,COMMUNICATED_WITH,PH00374,2026-02-04 08:44:00,0.99,CDR003334
PH00250,COMMUNICATED_WITH,PH00585,2026-03-05 01:26:00,0.99,CDR003795
PH00250,COMMUNICATED_WITH,PH00059,2026-01-25 07:46:00,0.99,CDR008403
PH00250,COMMUNICATED_WITH,PH00312,2026-08-21 06:35:00,0.99,CDR009194
PH00250,COMMUNICATED_WITH,PH00136,2026-05-21 04:25:00,0.99,CDR009947
PH00250,COMMUNICATED_WITH,PH01051,2026-05-08 00:11:00,0.99,CDR010351
PH00251,COMMUNICATED_WITH,PH00749,2026-08-18 14:18:00,0.99,CDR000315
PH00251,COMMUNICATED_WITH,PH00193,2026-03-30 02:11:00,0.99,CDR003543
PH00251,COMMUNICATED_WITH,PH00910,2026-08-13 06:54:00,0.99,CDR003591
PH00251,COMMUNICATED_WITH,PH00910,2026-07-28 20:53:00,0.99,CDR011286
PH00251,COMMUNICATED_WITH,PH00445,2026-08-28 17:22:00,0.99,CDR004016
PH00251,COMMUNICATED_WITH,PH00386,2026-03-08 12:08:00,0.99,CDR005388
PH00251,COMMUNICATED_WITH,PH00852,2026-01-14 08:23:00,0.99,CDR006271
PH00251,COMMUNICATED_WITH,PH00286,2026-04-04 20:19:00,0.99,CDR008897
PH00251,COMMUNICATED_WITH,PH00337,2026-07-18 07:01:00,0.99,CDR009132
PH00251,COMMUNICATED_WITH,PH01014,2026-06-29 06:01:00,0.99,CDR011405
PH00251,COMMUNICATED_WITH,PH00008,2026-04-03 18:53:00,0.99,CDR011552
PH00252,COMMUNICATED_WITH,PH00841,2026-08-12 14:20:00,0.99,CDR001845
PH00252,COMMUNICATED_WITH,PH00841,2026-06-18 13:26:00,0.99,CDR007118
PH00252,COMMUNICATED_WITH,PH00342,2026-02-20 22:09:00,0.99,CDR002940
PH00252,COMMUNICATED_WITH,PH01026,2026-05-01 12:21:00,0.99,CDR003036
PH00252,COMMUNICATED_WITH,PH00230,2026-08-14 02:56:00,0.99,CDR003810
PH00252,COMMUNICATED_WITH,PH00731,2026-02-23 10:21:00,0.99,CDR007608
PH00252,COMMUNICATED_WITH,PH01170,2026-07-09 14:01:00,0.99,CDR010127
PH00252,COMMUNICATED_WITH,PH00429,2026-02-04 08:51:00,0.99,CDR010354
PH00252,COMMUNICATED_WITH,PH00495,2026-04-11 19:29:00,0.99,CDR010990
PH00253,COMMUNICATED_WITH,PH00384,2026-01-17 01:04:00,0.99,CDR000285
PH00253,COMMUNICATED_WITH,PH00326,2026-05-15 13:01:00,0.99,CDR000417
PH00253,COMMUNICATED_WITH,PH00751,2026-04-16 03:53:00,0.99,CDR002194
PH00253,COMMUNICATED_WITH,PH00419,2026-01-11 03:23:00,0.99,CDR002245
PH00253,COMMUNICATED_WITH,PH00361,2026-07-07 09:12:00,0.99,CDR002936
PH00253,COMMUNICATED_WITH,PH01177,2026-08-12 15:26:00,0.99,CDR003345
PH00253,COMMUNICATED_WITH,PH00244,2026-01-10 23:41:00,0.99,CDR003738
PH00253,COMMUNICATED_WITH,PH00645,2026-04-15 02:40:00,0.99,CDR005458
PH00253,COMMUNICATED_WITH,PH00984,2026-02-20 07:12:00,0.99,CDR005524
PH00253,COMMUNICATED_WITH,PH00229,2026-05-16 18:26:00,0.99,CDR005993
PH00253,COMMUNICATED_WITH,PH00788,2026-06-12 02:28:00,0.99,CDR009829
PH00253,COMMUNICATED_WITH,PH01040,2026-05-16 06:40:00,0.99,CDR009930
PH00253,COMMUNICATED_WITH,PH00774,2026-08-07 01:51:00,0.99,CDR011614
PH00254,COMMUNICATED_WITH,PH01151,2026-01-13 10:59:00,0.99,CDR000550
