head,relation,tail,source_id,timestamp,confidence
ACC00365,TRANSFERRED_TO,ACC00202,TX003234,2026-02-07 08:40:00,1.0
ACC01085,TRANSFERRED_TO,ACC00432,TX003235,2026-04-13 06:36:00,1.0
ACC00387,TRANSFERRED_TO,ACC00339,TX003236,2026-07-01 05:31:00,1.0
ACC00557,TRANSFERRED_TO,ACC00570,TX003237,2026-01-26 05:31:00,1.0
ACC00812,TRANSFERRED_TO,ACC00858,TX003238,2026-07-06 11:09:00,1.0
ACC00609,TRANSFERRED_TO,ACC00365,TX003239,2026-01-18 02:50:00,1.0
ACC00149,TRANSFERRED_TO,ACC01112,TX003240,2026-01-27 01:52:00,1.0
ACC00462,TRANSFERRED_TO,ACC00182,TX003241,2026-08-01 16:13:00,1.0
ACC00181,TRANSFERRED_TO,ACC00606,TX003242,2026-01-05 18:40:00,1.0
ACC00028,TRANSFERRED_TO,ACC01181,TX003243,2026-08-21 01:50:00,1.0
ACC00116,TRANSFERRED_TO,ACC00801,TX003244,2026-06-22 09:22:00,1.0
ACC00914,TRANSFERRED_TO,ACC00932,TX003245,2026-07-03 19:02:00,1.0
ACC00528,TRANSFERRED_TO,ACC00326,TX003246,2026-01-17 06:00:00,1.0
ACC00597,TRANSFERRED_TO,ACC00202,TX003247,2026-04-08 02:16:00,1.0
ACC00177,TRANSFERRED_TO,ACC00965,TX003248,2026-02-19 09:39:00,1.0
ACC00280,TRANSFERRED_TO,ACC00091,TX003249,2026-01-04 12:59:00,1.0
ACC00190,TRANSFERRED_TO,ACC00332,TX003250,2026-03-17 20:38:00,1.0
ACC00058,TRANSFERRED_TO,ACC00663,TX003251,2026-08-06 09:10:00,1.0
ACC00810,TRANSFERRED_TO,ACC01078,TX003252,2026-04-02 20:12:00,1.0
ACC00445,TRANSFERRED_TO,ACC00309,TX003253,2026-05-28 05:44:00,1.0
ACC00214,TRANSFERRED_TO,ACC00395,TX003254,2026-05-07 02:42:00,1.0
ACC00718,TRANSFERRED_TO,ACC01075,TX003255,2026-07-17 19:18:00,1.0
ACC00239,TRANSFERRED_TO,ACC00324,TX003256,2026-03-08 01:49:00,1.0
ACC00492,TRANSFERRED_TO,ACC00247,TX003257,2026-07-09 13:38:00,1.0
ACC00229,TRANSFERRED_TO,ACC00749,TX003258,2026-08-09 05:11:00,1.0
ACC00155,TRANSFERRED_TO,ACC00905,TX003259,2026-07-02 11:53:00,1.0
ACC00464,TRANSFERRED_TO,ACC00991,TX003260,2026-02-18 18:56:00,1.0
ACC00931,TRANSFERRED_TO,ACC00893,TX003261,2026-03-26 01:59:00,1.0
ACC01165,TRANSFERRED_TO,ACC00286,TX003262,2026-02-19 20:32:00,1.0
ACC00405,TRANSFERRED_TO,ACC00937,TX003263,2026-01-26 04:42:00,1.0
ACC00519,TRANSFERRED_TO,ACC01114,TX003264,2026-02-14 10:13:00,1.0
ACC00617,TRANSFERRED_TO,ACC00872,TX003265,2026-02-03 07:07:00,1.0
ACC01130,TRANSFERRED_TO,ACC00742,TX003266,2026-02-21 05:53:00,1.0
ACC00656,TRANSFERRED_TO,ACC01162,TX003267,2026-02-21 14:50:00,1.0
ACC00049,TRANSFERRED_TO,ACC00144,TX003268,2026-03-23 10:49:00,1.0
ACC00160,TRANSFERRED_TO,ACC00742,TX003269,2026-02-21 18:45:00,1.0
ACC01068,TRANSFERRED_TO,ACC01133,TX003270,2026-01-31 16:41:00,1.0
ACC00320,TRANSFERRED_TO,ACC00486,TX003271,2026-06-15 04:28:00,1.0
ACC00671,TRANSFERRED_TO,ACC00674,TX003272,2026-08-27 16:17:00,1.0
ACC00595,TRANSFERRED_TO,ACC00608,TX003273,2026-06-20 18:38:00,1.0
ACC00977,TRANSFERRED_TO,ACC00681,TX003274,2026-08-15 22:14:00,1.0
ACC00159,TRANSFERRED_TO,ACC00879,TX003275,2026-02-24 04:23:00,1.0
ACC01113,TRANSFERRED_TO,ACC01085,TX003276,2026-02-14 01:43:00,1.0
ACC00738,TRANSFERRED_TO,ACC00316,TX003277,2026-08-02 10:54:00,1.0
ACC01039,TRANSFERRED_TO,ACC00148,TX003278,2026-05-03 18:10:00,1.0
ACC00311,TRANSFERRED_TO,ACC00307,TX003279,2026-08-20 10:01:00,1.0
ACC00741,TRANSFERRED_TO,ACC00037,TX003280,2026-04-26 06:34:00,1.0
ACC01063,TRANSFERRED_TO,ACC00453,TX003281,2026-06-19 18:52:00,1.0
ACC00188,TRANSFERRED_TO,ACC00365,TX003282,2026-05-23 15:35:00,1.0
ACC00584,TRANSFERRED_TO,ACC00380,TX003283,2026-07-25 08:17:00,1.0
ACC00519,TRANSFERRED_TO,ACC01155,TX003284,2026-03-04 07:27:00,1.0
ACC01045,TRANSFERRED_TO,ACC01047,TX003285,2026-06-18 04:53:00,1.0
ACC01184,TRANSFERRED_TO,ACC00849,TX003286,2026-04-14 11:06:00,1.0
ACC00180,TRANSFERRED_TO,ACC00556,TX003287,2026-07-29 07:09:00,1.0
ACC00161,TRANSFERRED_TO,ACC01107,TX003288,2026-08-17 09:59:00,1.0
ACC00720,TRANSFERRED_TO,ACC01098,TX003289,2026-03-31 11:41:00,1.0
ACC00664,TRANSFERRED_TO,ACC01026,TX003290,2026-03-10 06:59:00,1.0
ACC00970,TRANSFERRED_TO,ACC00050,TX003291,2026-05-02 07:53:00,1.0
ACC00392,TRANSFERRED_TO,ACC01087,TX003292,2026-01-23 09:29:00,1.0
ACC01078,TRANSFERRED_TO,ACC01030,TX003293,2026-05-04 23:16:00,1.0
ACC00889,TRANSFERRED_TO,ACC00508,TX003294,2026-06-22 03:17:00,1.0
ACC01017,TRANSFERRED_TO,ACC00083,TX003295,2026-05-26 21:50:00,1.0
ACC00584,TRANSFERRED_TO,ACC00707,TX003296,2026-04-04 05:52:00,1.0
ACC00954,TRANSFERRED_TO,ACC00277,TX003297,2026-03-21 13:58:00,1.0
ACC00966,TRANSFERRED_TO,ACC00745,TX003298,2026-01-16 09:28:00,1.0
ACC00391,TRANSFERRED_TO,ACC00014,TX003299,2026-02-12 02:26:00,1.0
ACC00546,TRANSFERRED_TO,ACC00041,TX003300,2026-08-27 17:31:00,1.0
ACC00119,TRANSFERRED_TO,ACC00353,TX003301,2026-05-14 13:42:00,1.0
ACC00542,TRANSFERRED_TO,ACC01087,TX003302,2026-05-16 17:25:00,1.0
ACC00232,TRANSFERRED_TO,ACC00036,TX003303,2026-04-09 13:16:00,1.0
ACC00280,TRANSFERRED_TO,ACC00755,TX003304,2026-01-02 22:56:00,1.0
ACC00866,TRANSFERRED_TO,ACC00339,TX003305,2026-01-16 01:25:00,1.0
ACC01051,TRANSFERRED_TO,ACC01032,TX003306,2026-05-24 02:38:00,1.0
ACC00961,TRANSFERRED_TO,ACC00453,TX003307,2026-02-16 18:53:00,1.0
ACC01024,TRANSFERRED_TO,ACC00507,TX003308,2026-01-24 22:17:00,1.0
ACC00423,TRANSFERRED_TO,ACC00526,TX003309,2026-06-07 17:37:00,1.0
ACC00984,TRANSFERRED_TO,ACC00591,TX003310,2026-02-24 09:41:00,1.0
ACC00944,TRANSFERRED_TO,ACC00525,TX003311,2026-06-10 14:58:00,1.0
ACC00770,TRANSFERRED_TO,ACC00592,TX003312,2026-03-24 22:44:00,1.0
ACC00360,TRANSFERRED_TO,ACC00045,TX003313,2026-05-17 17:11:00,1.0
ACC00977,TRANSFERRED_TO,ACC00231,TX003314,2026-04-28 19:35:00,1.0
ACC00592,TRANSFERRED_TO,ACC00037,TX003315,2026-01-12 04:38:00,1.0
ACC01173,TRANSFERRED_TO,ACC00439,TX003316,2026-04-06 13:06:00,1.0
ACC00888,TRANSFERRED_TO,ACC00345,TX003317,2026-05-02 16:58:00,1.0
ACC00303,TRANSFERRED_TO,ACC00487,TX003318,2026-07-22 16:52:00,1.0
ACC00786,TRANSFERRED_TO,ACC00526,TX003319,2026-07-19 15:39:00,1.0
ACC00977,TRANSFERRED_TO,ACC00742,TX003320,2026-02-19 14:42:00,1.0
ACC00386,TRANSFERRED_TO,ACC00337,TX003321,2026-06-02 07:48:00,1.0
ACC00280,TRANSFERRED_TO,ACC00811,TX003322,2026-08-04 12:09:00,1.0
ACC00968,TRANSFERRED_TO,ACC00784,TX003323,2026-06-30 18:16:00,1.0
ACC00679,TRANSFERRED_TO,ACC00957,TX003324,2026-02-03 09:03:00,1.0
ACC00994,TRANSFERRED_TO,ACC00661,TX003325,2026-06-29 13:43:00,1.0
ACC00715,TRANSFERRED_TO,ACC01109,TX003326,2026-02-08 12:19:00,1.0
ACC00448,TRANSFERRED_TO,ACC00625,TX003327,2026-02-02 09:06:00,1.0
ACC00954,TRANSFERRED_TO,ACC00908,TX003328,2026-03-01 14:25:00,1.0
ACC01141,TRANSFERRED_TO,ACC01166,TX003329,2026-06-27 04:12:00,1.0
ACC00650,TRANSFERRED_TO,ACC00710,TX003330,2026-05-08 03:54:00,1.0
ACC00486,TRANSFERRED_TO,ACC00994,TX003331,2026-04-24 22:55:00,1.0
ACC00099,TRANSFERRED_TO,ACC00972,TX003332,2026-05-25 21:59:00,1.0
ACC00619,TRANSFERRED_TO,ACC00514,TX003333,2026-04-11 07:52:00,1.0
ACC01028,TRANSFERRED_TO,ACC00981,TX003334,2026-07-05 21:36:00,1.0
ACC01167,TRANSFERRED_TO,ACC00201,TX003335,2026-07-26 03:27:00,1.0
ACC00085,TRANSFERRED_TO,ACC01109,TX003336,2026-07-11 05:25:00,1.0
ACC00858,TRANSFERRED_TO,ACC00609,TX003337,2026-04-07 08:34:00,1.0
ACC01024,TRANSFERRED_TO,ACC00315,TX003338,2026-02-16 00:37:00,1.0
ACC00656,TRANSFERRED_TO,ACC00346,TX003339,2026-05-28 03:32:00,1.0
ACC00061,TRANSFERRED_TO,ACC00604,TX003340,2026-02-14 22:13:00,1.0
ACC00259,TRANSFERRED_TO,ACC00518,TX003341,2026-04-14 02:02:00,1.0
ACC00267,TRANSFERRED_TO,ACC00834,TX003342,2026-06-23 10:27:00,1.0
ACC00250,TRANSFERRED_TO,ACC01183,TX003343,2026-06-07 17:04:00,1.0
ACC00785,TRANSFERRED_TO,ACC00715,TX003344,2026-03-24 09:45:00,1.0
ACC01162,TRANSFERRED_TO,ACC00772,TX003345,2026-05-07 10:57:00,1.0
ACC00168,TRANSFERRED_TO,ACC01034,TX003346,2026-06-10 05:14:00,1.0
ACC01177,TRANSFERRED_TO,ACC00924,TX003347,2026-03-15 22:00:00,1.0
ACC00337,TRANSFERRED_TO,ACC00963,TX003348,2026-08-11 16:35:00,1.0
ACC00629,TRANSFERRED_TO,ACC00603,TX003349,2026-02-06 15:29:00,1.0
ACC00549,TRANSFERRED_TO,ACC00777,TX003350,2026-07-28 13:04:00,1.0
ACC00284,TRANSFERRED_TO,ACC00639,TX003351,2026-04-25 09:42:00,1.0
ACC00003,TRANSFERRED_TO,ACC00830,TX003352,2026-08-12 02:26:00,1.0
ACC00468,TRANSFERRED_TO,ACC00694,TX003353,2026-03-08 19:00:00,1.0
ACC00249,TRANSFERRED_TO,ACC01022,TX003354,2026-04-08 05:44:00,1.0
ACC00997,TRANSFERRED_TO,ACC00367,TX003355,2026-01-11 02:56:00,1.0
ACC01170,TRANSFERRED_TO,ACC00116,TX003356,2026-04-15 09:01:00,1.0
ACC00510,TRANSFERRED_TO,ACC00396,TX003357,2026-06-16 00:07:00,1.0
ACC00365,TRANSFERRED_TO,ACC00427,TX003358,2026-08-18 19:06:00,1.0
ACC00611,TRANSFERRED_TO,ACC00192,TX003359,2026-01-16 10:37:00,1.0
ACC00803,TRANSFERRED_TO,ACC00547,TX003360,2026-05-01 05:59:00,1.0
ACC01019,TRANSFERRED_TO,ACC00099,TX003361,2026-02-19 20:28:00,1.0
ACC01128,TRANSFERRED_TO,ACC00380,TX003362,2026-05-18 19:20:00,1.0
ACC00505,TRANSFERRED_TO,ACC01040,TX003363,2026-04-15 12:26:00,1.0
ACC00450,TRANSFERRED_TO,ACC00023,TX003364,2026-08-19 14:46:00,1.0
ACC00460,TRANSFERRED_TO,ACC00889,TX003365,2026-01-12 19:17:00,1.0
ACC00464,TRANSFERRED_TO,ACC01044,TX003366,2026-08-19 10:49:00,1.0
ACC00807,TRANSFERRED_TO,ACC01003,TX003367,2026-04-16 10:49:00,1.0
ACC00151,TRANSFERRED_TO,ACC00321,TX003368,2026-03-27 05:14:00,1.0
ACC00996,TRANSFERRED_TO,ACC00277,TX003369,2026-05-13 17:29:00,1.0
ACC00443,TRANSFERRED_TO,ACC00823,TX003370,2026-04-06 01:37:00,1.0
ACC01199,TRANSFERRED_TO,ACC00437,TX003371,2026-02-19 06:51:00,1.0
ACC01000,TRANSFERRED_TO,ACC00685,TX003372,2026-02-19 08:17:00,1.0
ACC00261,TRANSFERRED_TO,ACC00311,TX003373,2026-02-28 21:56:00,1.0
ACC01048,TRANSFERRED_TO,ACC00727,TX003374,2026-04-18 00:59:00,1.0
ACC00853,TRANSFERRED_TO,ACC00800,TX003375,2026-05-07 06:35:00,1.0
ACC01176,TRANSFERRED_TO,ACC00770,TX003376,2026-02-14 00:41:00,1.0
ACC00794,TRANSFERRED_TO,ACC00430,TX003377,2026-06-23 13:37:00,1.0
ACC00180,TRANSFERRED_TO,ACC00927,TX003378,2026-05-13 05:57:00,1.0
ACC00749,TRANSFERRED_TO,ACC00463,TX003379,2026-01-03 01:10:00,1.0
ACC00717,TRANSFERRED_TO,ACC00912,TX003380,2026-06-24 19:07:00,1.0
ACC00356,TRANSFERRED_TO,ACC01086,TX003381,2026-06-19 07:45:00,1.0
ACC00724,TRANSFERRED_TO,ACC00037,TX003382,2026-03-28 07:06:00,1.0
ACC00424,TRANSFERRED_TO,ACC00746,TX003383,2026-08-11 12:33:00,1.0
ACC00355,TRANSFERRED_TO,ACC00665,TX003384,2026-05-07 09:16:00,1.0
ACC00919,TRANSFERRED_TO,ACC00103,TX003385,2026-08-31 01:19:00,1.0
ACC00014,TRANSFERRED_TO,ACC00503,TX003386,2026-03-13 22:07:00,1.0
ACC00617,TRANSFERRED_TO,ACC00896,TX003387,2026-04-21 02:59:00,1.0
ACC00313,TRANSFERRED_TO,ACC00100,TX003388,2026-01-30 16:50:00,1.0
ACC01155,TRANSFERRED_TO,ACC00388,TX003389,2026-08-31 22:12:00,1.0
ACC01063,TRANSFERRED_TO,ACC00713,TX003390,2026-01-01 21:51:00,1.0
ACC01170,TRANSFERRED_TO,ACC00038,TX003391,2026-03-28 05:34:00,1.0
ACC00237,TRANSFERRED_TO,ACC00285,TX003392,2026-01-17 01:20:00,1.0
ACC00426,TRANSFERRED_TO,ACC00777,TX003393,2026-01-29 05:09:00,1.0
ACC00484,TRANSFERRED_TO,ACC00389,TX003394,2026-08-06 11:51:00,1.0
ACC00690,TRANSFERRED_TO,ACC01045,TX003395,2026-06-02 05:08:00,1.0
ACC01190,TRANSFERRED_TO,ACC01002,TX003396,2026-02-23 14:35:00,1.0
ACC00990,TRANSFERRED_TO,ACC00885,TX003397,2026-08-12 04:36:00,1.0
ACC01008,TRANSFERRED_TO,ACC00759,TX003398,2026-03-07 04:40:00,1.0
ACC01135,TRANSFERRED_TO,ACC00684,TX003399,2026-07-16 16:09:00,1.0
ACC00306,TRANSFERRED_TO,ACC01106,TX003400,2026-02-14 07:40:00,1.0
ACC01049,TRANSFERRED_TO,ACC01081,TX003401,2026-03-06 22:08:00,1.0
ACC00904,TRANSFERRED_TO,ACC00583,TX003402,2026-02-02 00:54:00,1.0
ACC00273,TRANSFERRED_TO,ACC00183,TX003403,2026-07-30 11:32:00,1.0
ACC00977,TRANSFERRED_TO,ACC00132,TX003404,2026-06-24 07:31:00,1.0
ACC00496,TRANSFERRED_TO,ACC00708,TX003405,2026-03-27 06:53:00,1.0
ACC00661,TRANSFERRED_TO,ACC00620,TX003406,2026-03-09 06:52:00,1.0
ACC00541,TRANSFERRED_TO,ACC00481,TX003407,2026-02-18 04:41:00,1.0
ACC00183,TRANSFERRED_TO,ACC00975,TX003408,2026-01-14 03:21:00,1.0
ACC00181,TRANSFERRED_TO,ACC00805,TX003409,2026-02-11 12:04:00,1.0
ACC00353,TRANSFERRED_TO,ACC00811,TX003410,2026-03-31 14:26:00,1.0
ACC00149,TRANSFERRED_TO,ACC01072,TX003411,2026-06-28 15:23:00,1.0
ACC00730,TRANSFERRED_TO,ACC00786,TX003412,2026-02-02 10:08:00,1.0
ACC00327,TRANSFERRED_TO,ACC00503,TX003413,2026-04-12 14:13:00,1.0
ACC01108,TRANSFERRED_TO,ACC00987,TX003414,2026-05-14 23:17:00,1.0
ACC00382,TRANSFERRED_TO,ACC00568,TX003415,2026-02-06 03:02:00,1.0
ACC00741,TRANSFERRED_TO,ACC00554,TX003416,2026-03-31 00:30:00,1.0
ACC00234,TRANSFERRED_TO,ACC00603,TX003417,2026-07-06 19:46:00,1.0
ACC00516,TRANSFERRED_TO,ACC00123,TX003418,2026-08-14 00:53:00,1.0
ACC00310,TRANSFERRED_TO,ACC00834,TX003419,2026-03-20 06:23:00,1.0
ACC00241,TRANSFERRED_TO,ACC00345,TX003420,2026-04-29 01:09:00,1.0
ACC00178,TRANSFERRED_TO,ACC00494,TX003421,2026-07-22 09:46:00,1.0
ACC00096,TRANSFERRED_TO,ACC00150,TX003422,2026-06-12 02:42:00,1.0
ACC00973,TRANSFERRED_TO,ACC01106,TX003423,2026-03-06 07:41:00,1.0
ACC01026,TRANSFERRED_TO,ACC00598,TX003424,2026-01-21 22:30:00,1.0
ACC00227,TRANSFERRED_TO,ACC00649,TX003425,2026-01-08 23:30:00,1.0
ACC00755,TRANSFERRED_TO,ACC00891,TX003426,2026-03-28 20:58:00,1.0
ACC00637,TRANSFERRED_TO,ACC00671,TX003427,2026-03-09 10:55:00,1.0
ACC00429,TRANSFERRED_TO,ACC00944,TX003428,2026-02-23 18:09:00,1.0
ACC00849,TRANSFERRED_TO,ACC00411,TX003429,2026-06-09 14:03:00,1.0
ACC00042,TRANSFERRED_TO,ACC00433,TX003430,2026-03-07 01:39:00,1.0
ACC00353,TRANSFERRED_TO,ACC00075,TX003431,2026-08-21 06:18:00,1.0
ACC00432,TRANSFERRED_TO,ACC00020,TX003432,2026-01-07 03:18:00,1.0
ACC00852,TRANSFERRED_TO,ACC00684,TX003433,2026-08-01 04:33:00,1.0
ACC00923,TRANSFERRED_TO,ACC01154,TX003434,2026-05-26 01:09:00,1.0
ACC00281,TRANSFERRED_TO,ACC00201,TX003435,2026-02-01 08:20:00,1.0
ACC00479,TRANSFERRED_TO,ACC01042,TX003436,2026-02-13 22:06:00,1.0
ACC00130,TRANSFERRED_TO,ACC00534,TX003437,2026-05-25 12:36:00,1.0
ACC00672,TRANSFERRED_TO,ACC00388,TX003438,2026-02-08 05:43:00,1.0
ACC00191,TRANSFERRED_TO,ACC00722,TX003439,2026-07-31 16:02:00,1.0
ACC01125,TRANSFERRED_TO,ACC00908,TX003440,2026-05-19 10:02:00,1.0
ACC00930,TRANSFERRED_TO,ACC00366,TX003441,2026-01-19 16:15:00,1.0
ACC00010,TRANSFERRED_TO,ACC00363,TX003442,2026-05-01 07:09:00,1.0
ACC00713,TRANSFERRED_TO,ACC01016,TX003443,2026-03-20 14:56:00,1.0
ACC00886,TRANSFERRED_TO,ACC00477,TX003444,2026-04-18 00:20:00,1.0
ACC01018,TRANSFERRED_TO,ACC00565,TX003445,2026-08-11 22:06:00,1.0
ACC00072,TRANSFERRED_TO,ACC00352,TX003446,2026-01-10 07:14:00,1.0
ACC00529,TRANSFERRED_TO,ACC00528,TX003447,2026-03-30 02:54:00,1.0
ACC00178,TRANSFERRED_TO,ACC00332,TX003448,2026-05-21 16:39:00,1.0
ACC00060,TRANSFERRED_TO,ACC00620,TX003449,2026-03-16 10:03:00,1.0
ACC00998,TRANSFERRED_TO,ACC01101,TX003450,2026-06-26 13:28:00,1.0
ACC00062,TRANSFERRED_TO,ACC00283,TX003451,2026-03-14 17:43:00,1.0
ACC00621,TRANSFERRED_TO,ACC00466,TX003452,2026-06-05 15:12:00,1.0
ACC00791,TRANSFERRED_TO,ACC00676,TX003453,2026-06-06 10:58:00,1.0
ACC00191,TRANSFERRED_TO,ACC00622,TX003454,2026-07-12 14:47:00,1.0
ACC01109,TRANSFERRED_TO,ACC00400,TX003455,2026-02-24 07:41:00,1.0
ACC00962,TRANSFERRED_TO,ACC01173,TX003456,2026-06-17 08:36:00,1.0
ACC00451,TRANSFERRED_TO,ACC00765,TX003457,2026-01-07 05:40:00,1.0
ACC00758,TRANSFERRED_TO,ACC00897,TX003458,2026-06-16 10:38:00,1.0
ACC00468,TRANSFERRED_TO,ACC00349,TX003459,2026-01-13 00:54:00,1.0
ACC00836,TRANSFERRED_TO,ACC00143,TX003460,2026-03-01 17:03:00,1.0
ACC00589,TRANSFERRED_TO,ACC00047,TX003461,2026-03-25 18:27:00,1.0
ACC01035,TRANSFERRED_TO,ACC00723,TX003462,2026-08-16 07:31:00,1.0
ACC00116,TRANSFERRED_TO,ACC00581,TX003463,2026-02-28 20:53:00,1.0
ACC00369,TRANSFERRED_TO,ACC00756,TX003464,2026-08-18 00:15:00,1.0
ACC01056,TRANSFERRED_TO,ACC01195,TX003465,2026-08-11 19:36:00,1.0
ACC00437,TRANSFERRED_TO,ACC00295,TX003466,2026-05-20 02:27:00,1.0
ACC00578,TRANSFERRED_TO,ACC00225,TX003467,2026-02-10 22:07:00,1.0
ACC00547,TRANSFERRED_TO,ACC00468,TX003468,2026-08-29 05:01:00,1.0
ACC00331,TRANSFERRED_TO,ACC00324,TX003469,2026-04-10 12:06:00,1.0
ACC01190,TRANSFERRED_TO,ACC00411,TX003470,2026-04-17 21:35:00,1.0
ACC00829,TRANSFERRED_TO,ACC00768,TX003471,2026-07-26 16:45:00,1.0
ACC00789,TRANSFERRED_TO,ACC01138,TX003472,2026-01-28 16:10:00,1.0
ACC00169,TRANSFERRED_TO,ACC00277,TX003473,2026-07-20 23:47:00,1.0
ACC00641,TRANSFERRED_TO,ACC00050,TX003474,2026-08-01 23:15:00,1.0
ACC00231,TRANSFERRED_TO,ACC01196,TX003475,2026-07-30 14:07:00,1.0
ACC01009,TRANSFERRED_TO,ACC00810,TX003476,2026-06-13 00:36:00,1.0
ACC01103,TRANSFERRED_TO,ACC00200,TX003477,2026-05-12 09:06:00,1.0
ACC00832,TRANSFERRED_TO,ACC00610,TX003478,2026-06-10 01:14:00,1.0
ACC00784,TRANSFERRED_TO,ACC00466,TX003479,2026-04-09 17:39:00,1.0
ACC00572,TRANSFERRED_TO,ACC00831,TX003480,2026-03-26 17:17:00,1.0
ACC00228,TRANSFERRED_TO,ACC00589,TX003481,2026-03-31 11:10:00,1.0
ACC00376,TRANSFERRED_TO,ACC00821,TX003482,2026-05-14 11:51:00,1.0
ACC00808,TRANSFERRED_TO,ACC00789,TX003483,2026-08-16 19:56:00,1.0
ACC00345,TRANSFERRED_TO,ACC01044,TX003484,2026-04-28 18:08:00,1.0
ACC00723,TRANSFERRED_TO,ACC00306,TX003485,2026-01-07 20:49:00,1.0
ACC00305,TRANSFERRED_TO,ACC00742,TX003486,2026-04-07 01:35:00,1.0
ACC00368,TRANSFERRED_TO,ACC01114,TX003487,2026-01-05 14:46:00,1.0
ACC01001,TRANSFERRED_TO,ACC00565,TX003488,2026-01-20 08:20:00,1.0
ACC00724,TRANSFERRED_TO,ACC00040,TX003489,2026-02-04 16:10:00,1.0
ACC00616,TRANSFERRED_TO,ACC00692,TX003490,2026-04-21 03:43:00,1.0
ACC00601,TRANSFERRED_TO,ACC00417,TX003491,2026-08-13 18:51:00,1.0
ACC01140,TRANSFERRED_TO,ACC01168,TX003492,2026-03-30 10:10:00,1.0
ACC00311,TRANSFERRED_TO,ACC00651,TX003493,2026-05-23 00:00:00,1.0
ACC00913,TRANSFERRED_TO,ACC00312,TX003494,2026-07-09 06:31:00,1.0
ACC00996,TRANSFERRED_TO,ACC00912,TX003495,2026-08-19 18:02:00,1.0
ACC00955,TRANSFERRED_TO,ACC00709,TX003496,2026-04-03 07:22:00,1.0
ACC00842,TRANSFERRED_TO,ACC00344,TX003497,2026-01-11 06:28:00,1.0
ACC00598,TRANSFERRED_TO,ACC00592,TX003498,2026-05-01 12:01:00,1.0
ACC01092,TRANSFERRED_TO,ACC01018,TX003499,2026-08-20 10:06:00,1.0
ACC00688,TRANSFERRED_TO,ACC00129,TX003500,2026-03-31 20:11:00,1.0
ACC00829,TRANSFERRED_TO,ACC01018,TX003501,2026-07-25 08:26:00,1.0
ACC00322,TRANSFERRED_TO,ACC00573,TX003502,2026-04-01 10:59:00,1.0
ACC00645,TRANSFERRED_TO,ACC00703,TX003503,2026-04-21 10:05:00,1.0
ACC00644,TRANSFERRED_TO,ACC00935,TX003504,2026-06-27 23:54:00,1.0
ACC00213,TRANSFERRED_TO,ACC00206,TX003505,2026-04-20 14:04:00,1.0
ACC00766,TRANSFERRED_TO,ACC00760,TX003506,2026-08-16 12:27:00,1.0
ACC00130,TRANSFERRED_TO,ACC00605,TX003507,2026-01-01 15:15:00,1.0
ACC00524,TRANSFERRED_TO,ACC00201,TX003508,2026-07-24 06:33:00,1.0
ACC01173,TRANSFERRED_TO,ACC00743,TX003509,2026-08-28 12:23:00,1.0
ACC00028,TRANSFERRED_TO,ACC00991,TX003510,2026-07-11 16:38:00,1.0
ACC00477,TRANSFERRED_TO,ACC00022,TX003511,2026-02-17 03:22:00,1.0
ACC00128,TRANSFERRED_TO,ACC00735,TX003512,2026-06-19 14:07:00,1.0
ACC00198,TRANSFERRED_TO,ACC00090,TX003513,2026-06-02 18:58:00,1.0
ACC01016,TRANSFERRED_TO,ACC00571,TX003514,2026-05-20 14:17:00,1.0
ACC00652,TRANSFERRED_TO,ACC00803,TX003515,2026-01-04 11:41:00,1.0
ACC00248,TRANSFERRED_TO,ACC00222,TX003516,2026-07-20 03:59:00,1.0
ACC00768,TRANSFERRED_TO,ACC00037,TX003517,2026-07-11 20:53:00,1.0
ACC00353,TRANSFERRED_TO,ACC00338,TX003518,2026-08-26 07:31:00,1.0
ACC00263,TRANSFERRED_TO,ACC00683,TX003519,2026-05-20 10:50:00,1.0
ACC00501,TRANSFERRED_TO,ACC00408,TX003520,2026-01-05 08:42:00,1.0
ACC00274,TRANSFERRED_TO,ACC00627,TX003521,2026-08-15 14:02:00,1.0
ACC00563,TRANSFERRED_TO,ACC00515,TX003522,2026-04-26 10:04:00,1.0
ACC00985,TRANSFERRED_TO,ACC00437,TX003523,2026-06-08 15:23:00,1.0
ACC00604,TRANSFERRED_TO,ACC00085,TX003524,2026-01-08 09:15:00,1.0
ACC00758,TRANSFERRED_TO,ACC00637,TX003525,2026-08-22 19:43:00,1.0
ACC00234,TRANSFERRED_TO,ACC01062,TX003526,2026-07-23 13:27:00,1.0
ACC01133,TRANSFERRED_TO,ACC00672,TX003527,2026-02-07 06:01:00,1.0
ACC00426,TRANSFERRED_TO,ACC00664,TX003528,2026-01-04 23:17:00,1.0
ACC00236,TRANSFERRED_TO,ACC01134,TX003529,2026-08-14 17:01:00,1.0
ACC00797,TRANSFERRED_TO,ACC00156,TX003530,2026-01-20 11:21:00,1.0
ACC00523,TRANSFERRED_TO,ACC00520,TX003531,2026-04-04 21:00:00,1.0
ACC00197,TRANSFERRED_TO,ACC00363,TX003532,2026-03-22 13:01:00,1.0
ACC00114,TRANSFERRED_TO,ACC00984,TX003533,2026-07-23 06:39:00,1.0
ACC01135,TRANSFERRED_TO,ACC00858,TX003534,2026-03-12 04:23:00,1.0
ACC00411,TRANSFERRED_TO,ACC00369,TX003535,2026-03-16 02:27:00,1.0
ACC00904,TRANSFERRED_TO,ACC00710,TX003536,2026-05-08 02:54:00,1.0
