cdr_id,from_phone_id,to_phone_id,timestamp,duration_sec,channel,location_id
CDR007201,PH00947,PH00805,2026-05-22 23:02:00,376,call,LOC0131
CDR007202,PH01023,PH00987,2026-04-09 18:44:00,1757,call,LOC0096
CDR007203,PH00288,PH01081,2026-07-31 10:26:00,1376,sms,LOC0006
CDR007204,PH00224,PH00116,2026-05-23 10:09:00,1898,call,LOC0089
CDR007205,PH00738,PH00846,2026-05-13 16:45:00,316,sms,LOC0072
CDR007206,PH00301,PH01168,2026-01-10 15:44:00,1273,sms,LOC0138
CDR007207,PH00971,PH01135,2026-04-04 11:19:00,1736,app_message,LOC0174
CDR007208,PH00553,PH00439,2026-05-29 20:51:00,76,app_message,LOC0095
CDR007209,PH00473,PH00379,2026-08-05 01:53:00,270,sms,LOC0082
CDR007210,PH00834,PH00337,2026-04-18 08:07:00,410,app_message,LOC0085
CDR007211,PH00616,PH00384,2026-05-22 03:27:00,774,app_message,LOC0093
CDR007212,PH00180,PH00152,2026-07-29 12:25:00,252,call,LOC0111
CDR007213,PH00609,PH00582,2026-06-25 14:44:00,1923,sms,LOC0133
CDR007214,PH00333,PH00310,2026-01-02 09:56:00,235,app_message,LOC0039
CDR007215,PH01187,PH00649,2026-05-22 11:53:00,642,app_message,LOC0170
CDR007216,PH00311,PH01136,2026-03-16 10:46:00,1845,app_message,LOC0033
CDR007217,PH00643,PH00497,2026-02-05 21:05:00,2029,sms,LOC0011
CDR007218,PH00179,PH00065,2026-07-23 11:21:00,408,app_message,LOC0126
CDR007219,PH00437,PH00387,2026-01-07 06:32:00,31,sms,LOC0146
CDR007220,PH00136,PH00619,2026-03-30 12:41:00,1384,call,LOC0126
CDR007221,PH00046,PH00146,2026-06-02 10:12:00,1732,app_message,LOC0059
CDR007222,PH01067,PH00442,2026-08-20 05:22:00,490,call,LOC0049
CDR007223,PH00001,PH00320,2026-05-28 09:52:00,154,call,LOC0087
CDR007224,PH00804,PH01117,2026-04-02 17:40:00,1425,sms,LOC0028
CDR007225,PH00697,PH01020,2026-02-18 04:24:00,351,sms,LOC0155
CDR007226,PH00533,PH00468,2026-01-22 10:10:00,1611,call,LOC0066
CDR007227,PH00356,PH00655,2026-01-03 19:25:00,842,sms,LOC0136
CDR007228,PH00457,PH01004,2026-08-21 14:48:00,1013,app_message,LOC0009
CDR007229,PH00315,PH00658,2026-05-31 04:45:00,2394,sms,LOC0166
CDR007230,PH00777,PH00913,2026-05-12 19:41:00,1777,app_message,LOC0126
CDR007231,PH00084,PH00624,2026-02-21 22:53:00,837,sms,LOC0091
CDR007232,PH00544,PH00658,2026-05-18 03:02:00,1354,app_message,LOC0019
CDR007233,PH00174,PH00384,2026-04-03 06:54:00,50,app_message,LOC0137
CDR007234,PH00894,PH00563,2026-08-22 04:54:00,1066,app_message,LOC0129
CDR007235,PH00962,PH00181,2026-01-18 09:21:00,2025,call,LOC0176
CDR007236,PH00394,PH00978,2026-08-21 12:03:00,1517,call,LOC0031
CDR007237,PH00204,PH00213,2026-08-16 07:02:00,1121,sms,LOC0049
CDR007238,PH00118,PH00354,2026-07-10 21:24:00,2258,call,LOC0022
CDR007239,PH00923,PH00197,2026-07-02 07:59:00,174,app_message,LOC0122
CDR007240,PH00926,PH00144,2026-07-06 04:56:00,2006,app_message,LOC0152
CDR007241,PH00968,PH00189,2026-03-17 20:50:00,26,app_message,LOC0051
CDR007242,PH00316,PH00856,2026-08-22 14:29:00,428,call,LOC0117
CDR007243,PH00245,PH00574,2026-03-30 02:52:00,65,call,LOC0128
CDR007244,PH00374,PH00744,2026-07-22 17:18:00,260,call,LOC0071
CDR007245,PH00477,PH00428,2026-04-24 11:14:00,1220,sms,LOC0157
CDR007246,PH01172,PH00351,2026-06-12 03:29:00,706,sms,LOC0158
CDR007247,PH00908,PH00406,2026-03-01 18:21:00,982,app_message,LOC0037
CDR007248,PH01022,PH00197,2026-07-18 13:45:00,2118,app_message,LOC0125
CDR007249,PH00596,PH00248,2026-03-16 12:34:00,1600,call,LOC0013
CDR007250,PH00087,PH00251,2026-08-30 14:30:00,1963,app_message,LOC0134
CDR007251,PH01111,PH00593,2026-06-24 18:43:00,460,sms,LOC0014
CDR007252,PH00088,PH00689,2026-01-02 09:40:00,534,sms,LOC0072
CDR007253,PH00407,PH01197,2026-01-19 11:07:00,25,app_message,LOC0066
CDR007254,PH00365,PH00737,2026-07-26 15:32:00,175,app_message,LOC0160
CDR007255,PH00509,PH01131,2026-04-16 01:20:00,1899,sms,LOC0052
CDR007256,PH00499,PH00105,2026-01-23 16:53:00,1937,app_message,LOC0138
CDR007257,PH01091,PH01194,2026-07-08 23:19:00,1429,sms,LOC0084
CDR007258,PH01027,PH00193,2026-03-20 01:22:00,374,call,LOC0151
CDR007259,PH00309,PH01185,2026-03-26 21:46:00,2320,call,LOC0089
CDR007260,PH00464,PH00105,2026-02-05 08:29:00,2109,call,LOC0041
CDR007261,PH00030,PH00080,2026-07-09 02:09:00,1277,app_message,LOC0099
CDR007262,PH00030,PH01093,2026-07-27 09:59:00,420,sms,LOC0111
CDR007263,PH00204,PH00341,2026-01-11 02:03:00,1356,sms,LOC0038
CDR007264,PH00477,PH00604,2026-07-03 05:08:00,9,app_message,LOC0130
CDR007265,PH01036,PH00613,2026-03-11 17:52:00,2193,call,LOC0081
CDR007266,PH00667,PH00124,2026-01-20 14:09:00,1637,call,LOC0054
CDR007267,PH01105,PH00197,2026-04-24 21:46:00,2337,app_message,LOC0179
CDR007268,PH00342,PH01137,2026-04-22 18:32:00,1228,sms,LOC0105
CDR007269,PH00520,PH00996,2026-01-25 15:48:00,2180,call,LOC0031
CDR007270,PH00906,PH00697,2026-04-27 07:52:00,2357,app_message,LOC0159
CDR007271,PH00956,PH00472,2026-02-15 05:00:00,857,app_message,LOC0085
CDR007272,PH01136,PH00660,2026-04-24 02:40:00,125,app_message,LOC0028
CDR007273,PH00768,PH00597,2026-08-18 09:39:00,1757,call,LOC0100
CDR007274,PH00581,PH00496,2026-08-13 14:53:00,2089,app_message,LOC0171
CDR007275,PH01091,PH01031,2026-03-23 10:53:00,556,sms,LOC0060
CDR007276,PH00041,PH00868,2026-02-14 20:17:00,1089,call,LOC0168
CDR007277,PH00792,PH00486,2026-08-01 11:11:00,1795,call,LOC0011
CDR007278,PH00079,PH00830,2026-04-13 17:10:00,1329,app_message,LOC0096
CDR007279,PH00791,PH00467,2026-02-06 11:01:00,961,sms,LOC0102
CDR007280,PH01009,PH00036,2026-05-02 00:25:00,1563,sms,LOC0035
CDR007281,PH00559,PH00016,2026-06-02 19:20:00,2369,call,LOC0085
CDR007282,PH00601,PH00860,2026-04-18 04:51:00,969,app_message,LOC0068
CDR007283,PH00597,PH00548,2026-01-05 23:45:00,926,sms,LOC0029
CDR007284,PH00544,PH00434,2026-01-31 06:23:00,1757,sms,LOC0033
CDR007285,PH00032,PH00086,2026-08-10 08:26:00,2077,sms,LOC0169
CDR007286,PH00108,PH01105,2026-03-01 22:01:00,1219,sms,LOC0158
CDR007287,PH00179,PH01119,2026-06-25 03:55:00,1431,sms,LOC0006
CDR007288,PH00003,PH00580,2026-03-21 11:06:00,915,call,LOC0075
CDR007289,PH00375,PH00747,2026-01-13 21:48:00,2040,sms,LOC0079
CDR007290,PH00570,PH01106,2026-06-24 00:00:00,288,sms,LOC0024
CDR007291,PH01062,PH00261,2026-08-18 09:42:00,434,sms,LOC0112
CDR007292,PH00780,PH00796,2026-04-09 03:37:00,566,sms,LOC0128
CDR007293,PH00031,PH00507,2026-08-17 14:57:00,2064,call,LOC0082
CDR007294,PH00010,PH01022,2026-01-14 01:54:00,150,call,LOC0145
CDR007295,PH00771,PH00167,2026-06-20 13:54:00,894,app_message,LOC0069
CDR007296,PH00775,PH00556,2026-08-22 01:32:00,2213,sms,LOC0042
CDR007297,PH00230,PH00301,2026-04-08 00:11:00,15,app_message,LOC0148
CDR007298,PH00284,PH00354,2026-06-25 11:01:00,87,app_message,LOC0132
CDR007299,PH00026,PH01054,2026-04-23 05:07:00,2373,app_message,LOC0029
CDR007300,PH00088,PH01171,2026-07-07 01:05:00,1757,sms,LOC0076
CDR007301,PH00303,PH00456,2026-08-14 12:32:00,741,sms,LOC0009
CDR007302,PH00659,PH01077,2026-01-06 07:04:00,615,app_message,LOC0026
CDR007303,PH00770,PH00003,2026-07-06 15:06:00,1994,call,LOC0074
CDR007304,PH00145,PH01108,2026-08-29 21:55:00,2288,call,LOC0071
CDR007305,PH00147,PH00757,2026-06-04 11:50:00,346,call,LOC0009
CDR007306,PH01170,PH01160,2026-03-08 23:19:00,2358,call,LOC0112
CDR007307,PH01084,PH00831,2026-02-03 20:14:00,932,sms,LOC0001
CDR007308,PH01157,PH00137,2026-02-03 12:00:00,590,app_message,LOC0082
CDR007309,PH00879,PH01056,2026-06-15 23:45:00,493,sms,LOC0099
CDR007310,PH00812,PH00026,2026-07-15 14:01:00,1881,call,LOC0049
CDR007311,PH00662,PH00304,2026-04-22 03:28:00,1478,sms,LOC0094
CDR007312,PH00027,PH00149,2026-08-11 12:45:00,1052,app_message,LOC0037
CDR007313,PH00327,PH00869,2026-02-05 02:39:00,2200,app_message,LOC0005
CDR007314,PH00568,PH00141,2026-08-15 21:33:00,432,sms,LOC0101
CDR007315,PH00363,PH00877,2026-06-18 04:20:00,382,sms,LOC0039
CDR007316,PH00432,PH00470,2026-03-06 07:02:00,1177,app_message,LOC0101
CDR007317,PH00491,PH00057,2026-08-27 13:52:00,1773,app_message,LOC0136
CDR007318,PH00527,PH00735,2026-01-18 12:06:00,1777,app_message,LOC0077
CDR007319,PH00311,PH00605,2026-05-11 06:21:00,664,app_message,LOC0085
CDR007320,PH01143,PH00706,2026-04-06 17:44:00,58,app_message,LOC0152
CDR007321,PH00469,PH00324,2026-05-06 20:41:00,1914,call,LOC0136
CDR007322,PH00279,PH00992,2026-07-12 04:16:00,2166,sms,LOC0056
CDR007323,PH01138,PH00250,2026-04-21 13:01:00,2339,sms,LOC0010
CDR007324,PH00411,PH00419,2026-07-01 15:37:00,95,sms,LOC0042
CDR007325,PH00988,PH01108,2026-02-06 13:55:00,124,app_message,LOC0055
CDR007326,PH00659,PH00406,2026-08-06 10:18:00,753,sms,LOC0116
CDR007327,PH00617,PH00949,2026-06-03 19:56:00,510,app_message,LOC0141
CDR007328,PH00205,PH00143,2026-01-28 06:23:00,2103,app_message,LOC0077
CDR007329,PH00994,PH00135,2026-02-19 00:59:00,1320,app_message,LOC0179
CDR007330,PH00706,PH00707,2026-05-19 04:59:00,792,sms,LOC0022
CDR007331,PH00202,PH00840,2026-08-17 03:32:00,1952,call,LOC0078
CDR007332,PH01169,PH00024,2026-02-16 11:32:00,1238,app_message,LOC0164
CDR007333,PH00902,PH00426,2026-07-29 05:11:00,476,app_message,LOC0032
CDR007334,PH01034,PH00886,2026-05-17 19:11:00,838,call,LOC0010
CDR007335,PH00263,PH00886,2026-08-12 14:45:00,1671,call,LOC0049
CDR007336,PH00955,PH00521,2026-08-31 18:48:00,671,app_message,LOC0176
CDR007337,PH00631,PH00871,2026-03-08 21:59:00,2244,app_message,LOC0169
CDR007338,PH00397,PH00961,2026-03-25 13:22:00,135,call,LOC0062
CDR007339,PH00446,PH00438,2026-04-07 12:03:00,1344,app_message,LOC0013
CDR007340,PH00440,PH00958,2026-07-23 04:30:00,1022,sms,LOC0134
CDR007341,PH01183,PH00698,2026-06-25 09:18:00,1034,sms,LOC0102
CDR007342,PH00468,PH00993,2026-01-03 23:54:00,245,call,LOC0117
CDR007343,PH00053,PH00548,2026-02-02 10:56:00,544,app_message,LOC0107
CDR007344,PH00834,PH00939,2026-04-30 12:13:00,2357,sms,LOC0061
CDR007345,PH00450,PH01092,2026-04-19 20:11:00,958,sms,LOC0068
CDR007346,PH01161,PH00135,2026-04-01 16:09:00,2357,call,LOC0028
CDR007347,PH01178,PH00140,2026-04-23 18:39:00,1513,call,LOC0036
CDR007348,PH00301,PH01190,2026-07-16 19:58:00,1147,sms,LOC0062
CDR007349,PH00003,PH00904,2026-01-27 20:30:00,1987,app_message,LOC0070
CDR007350,PH00204,PH00371,2026-08-30 11:02:00,867,app_message,LOC0074
CDR007351,PH00916,PH01132,2026-04-09 08:32:00,1379,sms,LOC0007
CDR007352,PH00659,PH00507,2026-06-19 16:09:00,1952,call,LOC0052
CDR007353,PH00148,PH00504,2026-03-24 07:28:00,2238,sms,LOC0021
CDR007354,PH00307,PH00764,2026-01-04 00:22:00,1348,app_message,LOC0028
CDR007355,PH00468,PH00179,2026-03-02 01:45:00,1219,app_message,LOC0180
CDR007356,PH00723,PH00251,2026-08-24 14:18:00,141,call,LOC0109
CDR007357,PH00545,PH00444,2026-04-06 08:54:00,847,app_message,LOC0018
CDR007358,PH00714,PH00645,2026-02-12 11:53:00,405,app_message,LOC0138
CDR007359,PH00520,PH00743,2026-05-30 00:29:00,1740,call,LOC0115
CDR007360,PH00066,PH00400,2026-04-05 04:02:00,954,app_message,LOC0100
CDR007361,PH01095,PH00084,2026-02-10 09:42:00,1473,app_message,LOC0075
CDR007362,PH00090,PH00466,2026-08-28 09:15:00,727,call,LOC0023
CDR007363,PH00756,PH00931,2026-01-15 04:49:00,676,call,LOC0176
CDR007364,PH00026,PH01138,2026-07-29 13:41:00,998,app_message,LOC0017
CDR007365,PH00806,PH00358,2026-02-28 01:20:00,1537,call,LOC0016
CDR007366,PH00379,PH00987,2026-06-09 08:11:00,619,call,LOC0055
CDR007367,PH00027,PH00841,2026-03-03 01:08:00,1115,sms,LOC0122
CDR007368,PH00517,PH00465,2026-06-21 06:47:00,775,call,LOC0077
CDR007369,PH00800,PH00065,2026-07-25 17:06:00,355,app_message,LOC0056
CDR007370,PH01095,PH00134,2026-03-23 12:41:00,887,sms,LOC0063
CDR007371,PH00484,PH00689,2026-03-02 02:51:00,2377,call,LOC0130
CDR007372,PH00204,PH00885,2026-07-17 05:45:00,348,sms,LOC0102
CDR007373,PH00950,PH00256,2026-04-27 18:28:00,1646,sms,LOC0120
CDR007374,PH00196,PH00423,2026-03-27 07:14:00,602,app_message,LOC0134
CDR007375,PH01157,PH00707,2026-05-25 10:14:00,1989,app_message,LOC0019
CDR007376,PH00887,PH00799,2026-03-23 07:18:00,2181,sms,LOC0009
CDR007377,PH00763,PH00743,2026-01-03 18:02:00,778,call,LOC0171
CDR007378,PH00448,PH01097,2026-02-04 18:00:00,176,call,LOC0137
CDR007379,PH00454,PH00101,2026-03-15 07:33:00,1949,app_message,LOC0015
CDR007380,PH00560,PH01028,2026-03-24 22:06:00,803,sms,LOC0145
CDR007381,PH00407,PH00881,2026-08-16 04:39:00,1044,call,LOC0172
CDR007382,PH00989,PH00066,2026-07-13 22:39:00,2266,call,LOC0005
CDR007383,PH00080,PH01019,2026-06-05 14:40:00,1460,sms,LOC0124
CDR007384,PH00409,PH00401,2026-07-01 12:34:00,1795,call,LOC0087
CDR007385,PH00200,PH00001,2026-01-15 01:26:00,849,call,LOC0104
CDR007386,PH00972,PH00097,2026-04-18 12:08:00,921,call,LOC0122
CDR007387,PH00285,PH00766,2026-08-01 21:45:00,642,app_message,LOC0062
CDR007388,PH00806,PH00798,2026-04-23 17:58:00,460,call,LOC0120
CDR007389,PH00384,PH01099,2026-08-27 22:39:00,1082,app_message,LOC0043
CDR007390,PH00801,PH00277,2026-02-04 19:50:00,1657,call,LOC0088
CDR007391,PH01100,PH00457,2026-04-04 03:36:00,790,sms,LOC0153
CDR007392,PH00102,PH00663,2026-07-17 04:45:00,830,sms,LOC0049
CDR007393,PH00857,PH00119,2026-02-18 14:11:00,1149,sms,LOC0087
CDR007394,PH00740,PH00044,2026-05-17 23:34:00,1961,sms,LOC0010
CDR007395,PH00584,PH01011,2026-08-04 10:19:00,2054,call,LOC0022
CDR007396,PH01005,PH00590,2026-02-01 06:47:00,1114,call,LOC0108
CDR007397,PH01137,PH00713,2026-03-03 16:09:00,1179,call,LOC0030
CDR007398,PH00009,PH00342,2026-01-14 21:24:00,2082,call,LOC0086
CDR007399,PH00785,PH00651,2026-06-13 04:02:00,2140,app_message,LOC0092
CDR007400,PH00384,PH00731,2026-03-27 13:51:00,2204,app_message,LOC0115
CDR007401,PH00294,PH00028,2026-07-18 23:25:00,230,call,LOC0048
CDR007402,PH00646,PH00459,2026-05-17 14:39:00,130,call,LOC0042
CDR007403,PH00835,PH00271,2026-07-15 12:31:00,2296,call,LOC0149
CDR007404,PH00524,PH01156,2026-06-07 11:17:00,2266,app_message,LOC0152
CDR007405,PH00306,PH00028,2026-02-01 06:40:00,1047,app_message,LOC0078
CDR007406,PH00135,PH00357,2026-04-10 17:12:00,72,call,LOC0082
CDR007407,PH00679,PH00547,2026-04-09 12:22:00,1146,sms,LOC0134
CDR007408,PH00222,PH00722,2026-02-26 22:08:00,480,app_message,LOC0178
CDR007409,PH00187,PH01005,2026-07-27 07:37:00,2154,call,LOC0134
CDR007410,PH01134,PH01062,2026-01-14 02:51:00,694,call,LOC0045
CDR007411,PH00266,PH00462,2026-08-23 01:24:00,1140,call,LOC0117
CDR007412,PH00696,PH01117,2026-04-23 06:23:00,533,call,LOC0021
CDR007413,PH00856,PH00824,2026-03-25 18:26:00,1922,app_message,LOC0064
CDR007414,PH01131,PH00908,2026-01-19 22:57:00,61,call,LOC0019
CDR007415,PH00409,PH00196,2026-04-26 08:36:00,1361,call,LOC0038
CDR007416,PH00260,PH00179,2026-05-03 22:27:00,31,sms,LOC0176
CDR007417,PH00454,PH01046,2026-05-01 19:41:00,1600,sms,LOC0145
CDR007418,PH01009,PH00673,2026-08-11 17:43:00,2001,call,LOC0030
CDR007419,PH01138,PH00891,2026-06-07 08:12:00,1331,sms,LOC0117
CDR007420,PH00751,PH00848,2026-02-28 09:40:00,56,sms,LOC0008
CDR007421,PH00079,PH00055,2026-02-18 16:56:00,814,call,LOC0164
CDR007422,PH00023,PH00596,2026-07-29 00:43:00,1532,app_message,LOC0121
CDR007423,PH00085,PH00178,2026-06-04 11:21:00,81,sms,LOC0066
CDR007424,PH00622,PH00941,2026-08-20 02:05:00,1993,sms,LOC0061
CDR007425,PH00693,PH00678,2026-04-27 09:24:00,1995,call,LOC0007
CDR007426,PH00856,PH00086,2026-05-25 11:17:00,2287,call,LOC0156
CDR007427,PH00020,PH00147,2026-07-10 21:56:00,625,sms,LOC0079
CDR007428,PH00431,PH00226,2026-05-20 03:02:00,952,app_message,LOC0126
CDR007429,PH01194,PH00902,2026-07-26 02:38:00,331,sms,LOC0139
CDR007430,PH00230,PH00806,2026-01-04 20:00:00,46,sms,LOC0105
CDR007431,PH00098,PH00744,2026-01-29 12:10:00,1040,sms,LOC0139
CDR007432,PH00229,PH00181,2026-03-05 01:09:00,1812,app_message,LOC0096
CDR007433,PH00508,PH00571,2026-07-16 11:57:00,1845,sms,LOC0106
CDR007434,PH00617,PH00151,2026-01-18 02:58:00,803,sms,LOC0112
CDR007435,PH00162,PH00591,2026-01-10 02:35:00,512,app_message,LOC0060
CDR007436,PH00721,PH00154,2026-02-23 07:37:00,2395,sms,LOC0165
CDR007437,PH00653,PH00021,2026-08-19 07:46:00,1037,app_message,LOC0141
CDR007438,PH01009,PH00489,2026-07-25 16:34:00,434,app_message,LOC0056
CDR007439,PH01187,PH00754,2026-05-03 16:45:00,34,app_message,LOC0152
CDR007440,PH00899,PH00762,2026-01-06 19:55:00,309,sms,LOC0023
CDR007441,PH00716,PH00487,2026-07-06 20:06:00,1540,app_message,LOC0131
CDR007442,PH00717,PH00724,2026-05-22 04:12:00,1399,app_message,LOC0109
CDR007443,PH00353,PH00573,2026-03-07 16:43:00,2394,call,LOC0079
CDR007444,PH00433,PH00176,2026-08-17 01:08:00,133,app_message,LOC0063
CDR007445,PH00091,PH01095,2026-08-25 01:25:00,95,call,LOC0019
CDR007446,PH01162,PH00345,2026-02-28 22:05:00,592,call,LOC0087
CDR007447,PH00086,PH00907,2026-08-08 14:18:00,335,call,LOC0124
CDR007448,PH00977,PH00932,2026-04-19 03:04:00,2116,call,LOC0127
CDR007449,PH00145,PH00355,2026-01-18 19:54:00,336,app_message,LOC0148
CDR007450,PH01062,PH00683,2026-04-26 05:40:00,2097,app_message,LOC0016
CDR007451,PH00739,PH00649,2026-07-10 21:52:00,1954,app_message,LOC0114
CDR007452,PH00647,PH00987,2026-04-03 01:52:00,1069,app_message,LOC0021
CDR007453,PH00430,PH01001,2026-01-25 09:56:00,2040,app_message,LOC0093
CDR007454,PH00639,PH01188,2026-07-16 00:53:00,2116,call,LOC0034
CDR007455,PH00428,PH00496,2026-08-08 19:50:00,514,call,LOC0004
CDR007456,PH00584,PH00240,2026-03-01 08:31:00,2003,sms,LOC0064
CDR007457,PH01174,PH00645,2026-01-11 16:00:00,2339,app_message,LOC0085
CDR007458,PH00541,PH00693,2026-06-04 10:40:00,2169,call,LOC0088
CDR007459,PH00517,PH01151,2026-03-20 11:31:00,1504,call,LOC0045
CDR007460,PH00858,PH00894,2026-04-17 16:46:00,867,sms,LOC0096
CDR007461,PH00418,PH00050,2026-05-03 07:36:00,730,app_message,LOC0112
CDR007462,PH00085,PH00420,2026-07-16 14:13:00,1352,app_message,LOC0118
CDR007463,PH00665,PH00221,2026-04-14 03:27:00,533,call,LOC0173
CDR007464,PH01095,PH00860,2026-06-27 18:20:00,1779,call,LOC0023
CDR007465,PH00517,PH01084,2026-08-11 05:25:00,2290,app_message,LOC0064
CDR007466,PH00713,PH00841,2026-07-12 01:29:00,2084,app_message,LOC0125
CDR007467,PH01114,PH00893,2026-08-16 00:34:00,1628,app_message,LOC0093
CDR007468,PH00489,PH00548,2026-06-25 12:33:00,2339,app_message,LOC0136
CDR007469,PH00906,PH01182,2026-05-04 01:29:00,2162,call,LOC0156
CDR007470,PH00046,PH00086,2026-07-02 05:56:00,1323,sms,LOC0063
CDR007471,PH00759,PH00869,2026-07-23 18:18:00,454,sms,LOC0088
CDR007472,PH00122,PH00286,2026-05-21 17:26:00,1116,sms,LOC0131
CDR007473,PH00363,PH00245,2026-08-16 20:49:00,498,call,LOC0057
CDR007474,PH00536,PH00449,2026-04-29 03:07:00,1818,app_message,LOC0063
CDR007475,PH00334,PH00436,2026-07-07 01:12:00,200,call,LOC0082
CDR007476,PH00258,PH00518,2026-08-03 18:10:00,92,sms,LOC0136
CDR007477,PH00206,PH00655,2026-01-01 12:23:00,2006,sms,LOC0036
CDR007478,PH00349,PH00077,2026-06-21 15:07:00,2064,sms,LOC0174
CDR007479,PH00559,PH01079,2026-08-30 10:08:00,1186,sms,LOC0039
CDR007480,PH00127,PH00356,2026-05-04 01:10:00,1998,sms,LOC0031
CDR007481,PH00949,PH00602,2026-05-07 21:46:00,2351,call,LOC0021
CDR007482,PH00235,PH00521,2026-08-17 03:05:00,1538,call,LOC0074
CDR007483,PH00987,PH00994,2026-07-06 12:55:00,256,app_message,LOC0051
CDR007484,PH01001,PH00655,2026-01-29 21:03:00,2398,sms,LOC0072
CDR007485,PH00401,PH00712,2026-02-16 03:22:00,406,sms,LOC0157
CDR007486,PH01027,PH01148,2026-01-25 11:24:00,250,sms,LOC0085
CDR007487,PH00977,PH00124,2026-05-13 08:31:00,1165,sms,LOC0167
CDR007488,PH00455,PH00814,2026-06-18 06:58:00,1079,app_message,LOC0172
CDR007489,PH00058,PH00648,2026-06-03 06:53:00,2259,call,LOC0009
CDR007490,PH01087,PH00221,2026-08-14 14:05:00,249,sms,LOC0066
CDR007491,PH00175,PH00201,2026-03-18 01:36:00,1701,sms,LOC0002
CDR007492,PH01146,PH00940,2026-08-20 00:55:00,1806,sms,LOC0066
CDR007493,PH00498,PH00406,2026-01-16 00:20:00,1336,sms,LOC0109
CDR007494,PH00140,PH00830,2026-03-24 08:33:00,777,call,LOC0001
CDR007495,PH00468,PH00718,2026-08-14 05:38:00,1320,app_message,LOC0056
CDR007496,PH00036,PH01063,2026-06-09 22:00:00,1323,app_message,LOC0144
CDR007497,PH00869,PH01172,2026-06-01 06:15:00,160,call,LOC0161
CDR007498,PH00016,PH00050,2026-08-07 02:47:00,595,call,LOC0170
CDR007499,PH00709,PH01137,2026-07-17 07:01:00,1095,call,LOC0122
CDR007500,PH01058,PH00601,2026-01-18 09:05:00,1170,call,LOC0007
CDR007501,PH00458,PH00841,2026-05-15 10:22:00,452,call,LOC0057
CDR007502,PH00370,PH00097,2026-02-09 21:40:00,128,sms,LOC0127
CDR007503,PH00910,PH00576,2026-05-21 13:24:00,734,call,LOC0060
CDR007504,PH00019,PH00845,2026-05-17 09:42:00,230,app_message,LOC0123
CDR007505,PH00706,PH00421,2026-07-24 09:00:00,1005,app_message,LOC0175
CDR007506,PH01162,PH00156,2026-02-05 09:27:00,1451,sms,LOC0110
CDR007507,PH00814,PH00434,2026-03-20 15:56:00,223,call,LOC0129
CDR007508,PH00645,PH00442,2026-08-16 14:11:00,1821,call,LOC0107
CDR007509,PH00408,PH00853,2026-05-28 21:23:00,2353,call,LOC0169
CDR007510,PH00482,PH00119,2026-08-31 16:05:00,563,app_message,LOC0092
CDR007511,PH00238,PH00148,2026-05-18 10:10:00,1699,call,LOC0166
CDR007512,PH00133,PH00544,2026-04-25 05:30:00,1566,app_message,LOC0050
CDR007513,PH00411,PH00766,2026-08-05 02:28:00,861,app_message,LOC0009
CDR007514,PH00427,PH00996,2026-08-12 17:32:00,176,call,LOC0152
CDR007515,PH00937,PH00165,2026-04-30 00:49:00,216,sms,LOC0122
CDR007516,PH00510,PH01118,2026-02-04 06:48:00,906,call,LOC0111
CDR007517,PH00436,PH00743,2026-02-14 05:43:00,2119,app_message,LOC0030
CDR007518,PH00023,PH01147,2026-04-05 09:56:00,1705,call,LOC0112
CDR007519,PH00371,PH01039,2026-02-23 19:17:00,1962,call,LOC0143
CDR007520,PH00440,PH00626,2026-06-08 03:34:00,102,sms,LOC0126
CDR007521,PH01114,PH01067,2026-01-02 21:33:00,607,app_message,LOC0179
CDR007522,PH00540,PH01139,2026-07-13 06:50:00,1773,call,LOC0045
CDR007523,PH00349,PH00641,2026-03-12 21:46:00,829,app_message,LOC0002
CDR007524,PH00834,PH01172,2026-07-24 22:42:00,1018,sms,LOC0051
CDR007525,PH00968,PH01184,2026-01-04 07:17:00,2164,call,LOC0129
CDR007526,PH00113,PH01024,2026-07-09 09:02:00,1590,app_message,LOC0087
CDR007527,PH00384,PH00112,2026-08-15 20:08:00,2076,sms,LOC0046
CDR007528,PH00678,PH00257,2026-04-15 10:07:00,149,call,LOC0095
CDR007529,PH00437,PH00995,2026-02-06 21:22:00,1013,call,LOC0058
CDR007530,PH00067,PH00256,2026-08-16 02:12:00,736,call,LOC0045
CDR007531,PH00339,PH01164,2026-01-29 04:54:00,867,sms,LOC0097
CDR007532,PH00723,PH00373,2026-02-13 09:11:00,1536,app_message,LOC0179
CDR007533,PH00993,PH00274,2026-02-01 08:54:00,578,app_message,LOC0002
CDR007534,PH01079,PH00707,2026-08-27 16:34:00,1698,sms,LOC0131
CDR007535,PH00449,PH00609,2026-04-30 20:16:00,402,call,LOC0048
CDR007536,PH01036,PH01042,2026-08-06 04:53:00,464,app_message,LOC0099
CDR007537,PH00873,PH00136,2026-04-30 08:26:00,1338,app_message,LOC0068
CDR007538,PH00540,PH01113,2026-05-12 07:35:00,868,call,LOC0073
CDR007539,PH00200,PH00558,2026-06-06 00:57:00,393,call,LOC0010
CDR007540,PH01160,PH00479,2026-06-10 07:05:00,1106,app_message,LOC0163
CDR007541,PH01151,PH00334,2026-07-27 09:53:00,2138,app_message,LOC0077
CDR007542,PH01106,PH00347,2026-05-11 19:33:00,2135,call,LOC0155
CDR007543,PH00698,PH00631,2026-07-27 16:53:00,347,app_message,LOC0063
CDR007544,PH01173,PH00104,2026-04-06 04:51:00,1975,sms,LOC0059
