geo_event_id,person_id,location_id,timestamp,event_type,source_confidence
GEO003031,P00375,LOC0017,2026-07-20 02:10:00,exited,0.99
GEO003032,P00181,LOC0170,2026-05-13 21:34:00,stayed,0.91
GEO003033,P00712,LOC0167,2026-07-20 22:50:00,entered,0.98
GEO003034,P00026,LOC0082,2026-02-21 11:37:00,exited,0.92
GEO003035,P00877,LOC0009,2026-04-15 04:26:00,seen,0.75
GEO003036,P00232,LOC0177,2026-06-25 20:04:00,exited,0.97
GEO003037,P00651,LOC0135,2026-08-23 13:32:00,stayed,0.85
GEO003038,P00846,LOC0004,2026-07-08 05:29:00,seen,0.7
GEO003039,P00193,LOC0066,2026-04-02 09:11:00,entered,0.66
GEO003040,P00810,LOC0065,2026-03-13 06:19:00,seen,0.82
GEO003041,P00085,LOC0058,2026-05-27 11:08:00,exited,0.66
GEO003042,P00947,LOC0086,2026-08-01 23:27:00,stayed,0.77
GEO003043,P00168,LOC0089,2026-08-01 01:17:00,stayed,0.7
GEO003044,P00992,LOC0101,2026-03-24 15:10:00,seen,0.73
GEO003045,P00858,LOC0166,2026-06-11 05:21:00,stayed,0.73
GEO003046,P00225,LOC0029,2026-06-30 12:41:00,exited,0.72
GEO003047,P00210,LOC0143,2026-03-27 16:30:00,stayed,0.92
GEO003048,P00683,LOC0161,2026-02-23 01:45:00,entered,0.9
GEO003049,P00197,LOC0084,2026-04-04 01:03:00,entered,0.69
GEO003050,P00599,LOC0010,2026-03-25 13:02:00,entered,0.75
GEO003051,P00708,LOC0060,2026-02-24 16:40:00,exited,0.96
GEO003052,P00609,LOC0117,2026-04-02 04:11:00,exited,0.79
GEO003053,P00765,LOC0068,2026-03-04 05:10:00,exited,0.77
GEO003054,P00436,LOC0140,2026-01-12 15:34:00,stayed,0.74
GEO003055,P00055,LOC0075,2026-05-15 22:21:00,stayed,0.86
GEO003056,P00973,LOC0139,2026-03-10 19:51:00,entered,0.86
GEO003057,P00816,LOC0113,2026-01-04 02:43:00,stayed,0.7
GEO003058,P00080,LOC0052,2026-03-04 20:25:00,seen,0.97
GEO003059,P00030,LOC0007,2026-07-05 18:42:00,entered,0.95
GEO003060,P00883,LOC0131,2026-05-17 16:58:00,entered,0.96
GEO003061,P00420,LOC0088,2026-03-09 04:46:00,exited,0.74
GEO003062,P00675,LOC0120,2026-03-30 03:42:00,exited,0.85
GEO003063,P00837,LOC0066,2026-06-30 09:07:00,exited,0.9
GEO003064,P00832,LOC0119,2026-08-12 16:17:00,seen,0.76
GEO003065,P00235,LOC0153,2026-02-03 21:31:00,exited,0.69
GEO003066,P00710,LOC0020,2026-08-12 01:58:00,stayed,0.82
GEO003067,P00918,LOC0173,2026-05-14 08:52:00,exited,0.87
GEO003068,P00048,LOC0180,2026-08-19 17:11:00,seen,0.91
GEO003069,P00231,LOC0098,2026-06-20 15:33:00,entered,0.72
GEO003070,P00264,LOC0093,2026-06-06 21:20:00,entered,0.94
GEO003071,P00641,LOC0072,2026-03-08 07:21:00,stayed,0.83
GEO003072,P00226,LOC0115,2026-01-12 16:07:00,stayed,0.97
GEO003073,P00783,LOC0022,2026-08-14 11:00:00,seen,0.9
GEO003074,P00362,LOC0129,2026-08-06 10:21:00,stayed,0.86
GEO003075,P00789,LOC0012,2026-02-08 02:44:00,entered,0.86
GEO003076,P00930,LOC0169,2026-04-05 10:52:00,exited,0.86
GEO003077,P00098,LOC0177,2026-01-20 23:56:00,exited,0.7
GEO003078,P00643,LOC0170,2026-07-10 09:58:00,exited,0.88
GEO003079,P00974,LOC0037,2026-01-25 15:12:00,seen,0.7
GEO003080,P00427,LOC0037,2026-01-02 12:55:00,seen,0.99
GEO003081,P00450,LOC0039,2026-03-22 06:14:00,stayed,0.71
GEO003082,P00907,LOC0099,2026-04-04 03:51:00,exited,0.68
GEO003083,P00773,LOC0074,2026-07-15 00:15:00,entered,0.78
GEO003084,P00861,LOC0129,2026-07-24 02:28:00,exited,0.86
GEO003085,P00422,LOC0134,2026-01-31 07:53:00,entered,0.68
GEO003086,P00265,LOC0004,2026-02-23 15:59:00,stayed,0.68
GEO003087,P00894,LOC0076,2026-08-06 19:25:00,exited,0.82
GEO003088,P00647,LOC0128,2026-01-19 13:07:00,exited,0.67
GEO003089,P00393,LOC0065,2026-03-12 13:35:00,exited,0.87
GEO003090,P00074,LOC0100,2026-01-09 10:50:00,stayed,0.66
GEO003091,P00277,LOC0138,2026-05-15 15:41:00,exited,0.92
GEO003092,P00649,LOC0038,2026-01-10 15:23:00,stayed,0.95
GEO003093,P00948,LOC0010,2026-06-02 23:09:00,exited,0.72
GEO003094,P00308,LOC0069,2026-03-21 20:00:00,entered,0.92
GEO003095,P00539,LOC0046,2026-02-14 22:39:00,entered,0.91
GEO003096,P00893,LOC0154,2026-02-17 06:46:00,exited,0.98
GEO003097,P00254,LOC0021,2026-03-03 23:04:00,exited,0.88
GEO003098,P00465,LOC0148,2026-06-15 17:40:00,seen,0.88
GEO003099,P00697,LOC0017,2026-02-12 07:36:00,seen,0.84
GEO003100,P00850,LOC0013,2026-06-17 06:31:00,entered,0.76
GEO003101,P00940,LOC0134,2026-08-13 07:09:00,stayed,0.8
GEO003102,P00716,LOC0144,2026-06-18 16:33:00,stayed,0.89
GEO003103,P00505,LOC0083,2026-08-28 12:50:00,entered,0.65
GEO003104,P00485,LOC0138,2026-01-09 06:08:00,stayed,0.94
GEO003105,P00624,LOC0059,2026-01-05 10:17:00,seen,0.95
GEO003106,P00386,LOC0067,2026-03-29 14:43:00,stayed,0.89
GEO003107,P00864,LOC0142,2026-07-11 14:24:00,entered,0.78
GEO003108,P00776,LOC0161,2026-01-27 13:59:00,exited,0.71
GEO003109,P00570,LOC0116,2026-04-23 18:26:00,stayed,0.85
GEO003110,P00428,LOC0141,2026-04-26 14:22:00,exited,0.91
GEO003111,P00529,LOC0171,2026-02-05 12:32:00,entered,0.67
GEO003112,P00667,LOC0175,2026-04-21 19:37:00,entered,0.97
GEO003113,P00107,LOC0093,2026-07-06 23:18:00,stayed,0.79
GEO003114,P00389,LOC0080,2026-07-09 14:03:00,stayed,0.83
GEO003115,P00118,LOC0037,2026-05-29 00:51:00,stayed,0.93
GEO003116,P00569,LOC0138,2026-02-22 11:45:00,exited,0.74
GEO003117,P00450,LOC0156,2026-04-10 03:14:00,seen,0.83
GEO003118,P00052,LOC0070,2026-01-26 20:36:00,entered,0.66
GEO003119,P00691,LOC0120,2026-08-26 16:52:00,seen,0.7
GEO003120,P00444,LOC0139,2026-07-19 07:54:00,seen,0.76
GEO003121,P00696,LOC0114,2026-04-23 22:23:00,exited,0.82
GEO003122,P00298,LOC0076,2026-04-10 16:25:00,stayed,0.72
GEO003123,P00706,LOC0149,2026-05-14 09:12:00,stayed,0.88
GEO003124,P00546,LOC0097,2026-04-22 16:45:00,stayed,0.95
GEO003125,P00820,LOC0136,2026-02-02 16:06:00,stayed,0.84
GEO003126,P00211,LOC0155,2026-02-08 05:25:00,entered,0.7
GEO003127,P00008,LOC0045,2026-05-05 19:07:00,entered,0.8
GEO003128,P00774,LOC0026,2026-08-09 21:08:00,exited,0.92
GEO003129,P00213,LOC0160,2026-05-21 18:49:00,entered,0.77
GEO003130,P00484,LOC0155,2026-08-19 15:29:00,entered,0.67
GEO003131,P00595,LOC0050,2026-08-26 11:15:00,exited,0.91
GEO003132,P00207,LOC0029,2026-08-03 13:07:00,exited,0.89
GEO003133,P00745,LOC0176,2026-08-20 13:35:00,exited,0.71
GEO003134,P00757,LOC0007,2026-03-10 01:00:00,entered,0.9
GEO003135,P00169,LOC0179,2026-06-01 17:24:00,seen,0.71
GEO003136,P00997,LOC0158,2026-04-05 21:39:00,stayed,0.7
GEO003137,P00825,LOC0009,2026-06-17 21:39:00,stayed,0.68
GEO003138,P00397,LOC0027,2026-03-08 22:26:00,exited,0.96
GEO003139,P00804,LOC0100,2026-07-02 10:07:00,seen,0.73
GEO003140,P00375,LOC0153,2026-02-10 16:48:00,exited,0.68
GEO003141,P00332,LOC0093,2026-04-24 17:47:00,stayed,0.85
GEO003142,P00285,LOC0140,2026-04-17 09:35:00,exited,0.76
GEO003143,P00186,LOC0125,2026-02-05 07:02:00,seen,0.82
GEO003144,P00560,LOC0006,2026-03-20 07:08:00,exited,0.8
GEO003145,P00537,LOC0164,2026-01-09 21:30:00,entered,0.9
GEO003146,P00666,LOC0002,2026-06-18 10:05:00,seen,0.84
GEO003147,P00060,LOC0180,2026-02-05 12:41:00,stayed,0.77
GEO003148,P00569,LOC0045,2026-06-03 13:20:00,exited,0.7
GEO003149,P00463,LOC0062,2026-02-04 21:00:00,exited,0.77
GEO003150,P00269,LOC0129,2026-02-21 05:39:00,seen,0.76
GEO003151,P00890,LOC0038,2026-08-16 14:46:00,seen,0.9
GEO003152,P00796,LOC0127,2026-08-09 19:45:00,stayed,0.77
GEO003153,P00969,LOC0147,2026-06-13 23:37:00,seen,0.81
GEO003154,P00655,LOC0130,2026-03-07 10:31:00,entered,0.84
GEO003155,P00120,LOC0154,2026-04-30 21:35:00,stayed,0.93
GEO003156,P00971,LOC0100,2026-03-30 04:50:00,stayed,0.94
GEO003157,P00937,LOC0030,2026-07-26 04:44:00,entered,0.91
GEO003158,P00697,LOC0159,2026-06-03 00:52:00,seen,0.79
GEO003159,P00734,LOC0156,2026-03-01 07:15:00,seen,0.85
GEO003160,P00796,LOC0154,2026-03-30 22:02:00,seen,0.72
GEO003161,P00234,LOC0121,2026-01-23 05:25:00,exited,0.76
GEO003162,P00867,LOC0158,2026-03-06 07:48:00,stayed,0.86
GEO003163,P00972,LOC0086,2026-01-08 04:58:00,stayed,0.88
GEO003164,P00692,LOC0142,2026-06-25 03:44:00,entered,0.76
GEO003165,P00050,LOC0179,2026-07-15 05:08:00,entered,0.87
GEO003166,P00309,LOC0119,2026-06-10 10:05:00,exited,0.9
GEO003167,P00192,LOC0085,2026-08-10 05:21:00,exited,0.86
GEO003168,P00282,LOC0107,2026-03-20 23:29:00,exited,0.9
GEO003169,P00996,LOC0040,2026-03-19 01:21:00,stayed,0.94
GEO003170,P00832,LOC0114,2026-05-19 15:38:00,seen,0.8
GEO003171,P00310,LOC0168,2026-02-05 06:16:00,seen,0.99
GEO003172,P00378,LOC0104,2026-02-08 16:02:00,stayed,0.7
GEO003173,P00970,LOC0001,2026-06-11 03:15:00,exited,0.95
GEO003174,P00002,LOC0122,2026-07-11 07:19:00,entered,0.67
GEO003175,P00055,LOC0168,2026-04-13 06:05:00,exited,0.78
GEO003176,P00114,LOC0129,2026-05-06 11:47:00,entered,0.97
GEO003177,P00079,LOC0044,2026-05-23 05:06:00,stayed,0.67
GEO003178,P00391,LOC0077,2026-05-20 10:34:00,exited,0.68
GEO003179,P00830,LOC0166,2026-04-13 06:25:00,stayed,0.97
GEO003180,P00099,LOC0157,2026-02-04 09:26:00,seen,0.97
GEO003181,P00633,LOC0042,2026-04-29 19:59:00,seen,0.91
GEO003182,P00610,LOC0007,2026-07-28 02:43:00,exited,0.71
GEO003183,P00552,LOC0028,2026-04-13 02:06:00,exited,0.94
GEO003184,P00785,LOC0148,2026-01-01 22:09:00,stayed,0.81
GEO003185,P00424,LOC0042,2026-02-04 11:28:00,exited,0.95
GEO003186,P00051,LOC0152,2026-01-20 09:27:00,entered,0.83
GEO003187,P00620,LOC0112,2026-07-25 14:49:00,exited,0.95
GEO003188,P00931,LOC0069,2026-01-10 23:09:00,exited,0.86
GEO003189,P00872,LOC0145,2026-05-03 23:19:00,stayed,0.69
GEO003190,P00840,LOC0080,2026-03-12 09:14:00,exited,0.89
GEO003191,P00331,LOC0060,2026-06-01 23:29:00,seen,0.81
GEO003192,P00090,LOC0106,2026-04-10 04:54:00,exited,0.85
GEO003193,P00710,LOC0080,2026-05-05 03:29:00,entered,0.72
GEO003194,P00973,LOC0034,2026-04-08 23:26:00,seen,0.7
GEO003195,P00062,LOC0144,2026-03-10 05:14:00,seen,0.87
GEO003196,P00159,LOC0169,2026-05-30 08:47:00,stayed,0.67
GEO003197,P00302,LOC0084,2026-01-08 13:52:00,exited,0.65
GEO003198,P00729,LOC0160,2026-03-24 01:13:00,stayed,0.81
GEO003199,P00293,LOC0069,2026-07-16 13:24:00,exited,0.7
GEO003200,P00234,LOC0090,2026-06-21 15:03:00,seen,0.8
GEO003201,P00448,LOC0148,2026-01-20 10:04:00,exited,0.69
GEO003202,P00108,LOC0152,2026-02-21 07:53:00,entered,0.98
GEO003203,P00779,LOC0058,2026-06-27 11:15:00,exited,0.74
GEO003204,P00219,LOC0045,2026-01-12 10:05:00,stayed,0.7
GEO003205,P00934,LOC0016,2026-08-11 03:21:00,stayed,0.92
GEO003206,P00705,LOC0098,2026-01-02 09:04:00,seen,0.91
GEO003207,P00092,LOC0051,2026-07-17 16:27:00,exited,0.66
GEO003208,P00666,LOC0021,2026-07-28 02:18:00,exited,0.84
GEO003209,P00175,LOC0136,2026-08-29 19:27:00,seen,0.93
GEO003210,P00652,LOC0040,2026-06-24 04:02:00,entered,0.73
GEO003211,P00949,LOC0149,2026-06-26 02:42:00,stayed,0.68
GEO003212,P00433,LOC0088,2026-06-19 15:11:00,exited,0.76
GEO003213,P00693,LOC0171,2026-03-29 12:09:00,stayed,0.93
GEO003214,P00986,LOC0123,2026-07-29 20:32:00,seen,0.74
GEO003215,P00393,LOC0057,2026-01-14 10:35:00,entered,0.86
GEO003216,P00107,LOC0007,2026-06-10 09:45:00,seen,0.7
GEO003217,P00749,LOC0061,2026-05-03 18:29:00,entered,0.9
GEO003218,P00798,LOC0093,2026-08-02 10:56:00,entered,0.9
GEO003219,P00340,LOC0014,2026-06-28 05:06:00,stayed,0.92
GEO003220,P00500,LOC0035,2026-08-04 03:17:00,seen,0.76
GEO003221,P00871,LOC0109,2026-08-03 10:33:00,stayed,0.74
GEO003222,P00125,LOC0012,2026-08-31 05:31:00,seen,0.77
GEO003223,P00813,LOC0145,2026-01-12 11:10:00,entered,0.73
GEO003224,P00586,LOC0174,2026-03-29 06:40:00,entered,0.75
GEO003225,P00723,LOC0153,2026-01-02 00:18:00,exited,0.9
GEO003226,P00425,LOC0122,2026-05-31 06:23:00,seen,0.9
GEO003227,P00208,LOC0040,2026-01-15 23:04:00,stayed,0.7
GEO003228,P00791,LOC0003,2026-05-16 00:41:00,entered,0.72
GEO003229,P00605,LOC0139,2026-06-13 22:42:00,exited,0.78
GEO003230,P00796,LOC0038,2026-06-16 23:45:00,stayed,0.81
GEO003231,P00170,LOC0174,2026-01-09 20:58:00,exited,0.71
GEO003232,P00843,LOC0138,2026-07-04 12:11:00,seen,0.81
GEO003233,P00555,LOC0102,2026-05-25 20:34:00,stayed,0.99
GEO003234,P00608,LOC0140,2026-06-26 19:26:00,seen,0.99
GEO003235,P00450,LOC0013,2026-08-16 00:54:00,seen,0.69
GEO003236,P00903,LOC0036,2026-01-29 08:50:00,entered,0.89
GEO003237,P00793,LOC0107,2026-04-02 20:12:00,exited,0.69
GEO003238,P00769,LOC0078,2026-07-19 20:40:00,exited,0.92
GEO003239,P00430,LOC0060,2026-02-17 23:15:00,stayed,0.92
GEO003240,P00560,LOC0005,2026-05-09 12:44:00,exited,0.87
GEO003241,P00775,LOC0029,2026-04-27 22:46:00,stayed,0.99
GEO003242,P00786,LOC0100,2026-06-27 10:58:00,exited,0.85
GEO003243,P00796,LOC0126,2026-02-28 20:28:00,exited,0.96
GEO003244,P00050,LOC0042,2026-06-25 22:20:00,exited,0.95
GEO003245,P00287,LOC0004,2026-02-06 10:33:00,exited,0.68
GEO003246,P00134,LOC0111,2026-01-15 09:16:00,stayed,0.74
GEO003247,P00879,LOC0108,2026-03-08 11:33:00,seen,0.92
GEO003248,P00852,LOC0078,2026-07-13 03:58:00,stayed,0.97
GEO003249,P00328,LOC0073,2026-04-10 12:25:00,seen,0.8
GEO003250,P00400,LOC0110,2026-01-15 12:42:00,seen,0.7
GEO003251,P00480,LOC0053,2026-07-20 21:51:00,entered,0.77
GEO003252,P00795,LOC0062,2026-02-16 09:17:00,seen,0.69
GEO003253,P00842,LOC0028,2026-02-04 13:19:00,seen,0.82
GEO003254,P00164,LOC0095,2026-05-21 12:12:00,exited,0.83
GEO003255,P00288,LOC0163,2026-05-07 01:23:00,entered,0.88
GEO003256,P00930,LOC0174,2026-02-16 14:52:00,entered,0.86
GEO003257,P00956,LOC0027,2026-08-26 10:27:00,exited,0.86
GEO003258,P00118,LOC0066,2026-06-21 14:18:00,exited,0.74
GEO003259,P00791,LOC0108,2026-06-07 16:41:00,entered,0.66
GEO003260,P00136,LOC0103,2026-03-10 09:24:00,seen,0.97
GEO003261,P00358,LOC0177,2026-05-07 14:49:00,entered,0.97
GEO003262,P00405,LOC0092,2026-02-08 14:10:00,entered,0.96
GEO003263,P00975,LOC0058,2026-06-07 15:23:00,seen,0.96
GEO003264,P00313,LOC0039,2026-07-30 02:21:00,seen,0.87
GEO003265,P00083,LOC0130,2026-02-09 13:31:00,stayed,0.78
GEO003266,P00776,LOC0007,2026-08-23 15:50:00,entered,0.79
GEO003267,P00793,LOC0034,2026-05-13 19:06:00,stayed,0.79
GEO003268,P00562,LOC0124,2026-06-04 01:16:00,exited,0.97
GEO003269,P00457,LOC0039,2026-08-22 16:19:00,stayed,0.66
GEO003270,P00181,LOC0180,2026-01-19 04:16:00,seen,0.93
GEO003271,P00853,LOC0027,2026-04-06 00:04:00,entered,0.96
GEO003272,P00859,LOC0046,2026-06-16 11:23:00,exited,0.9
GEO003273,P00741,LOC0115,2026-07-06 07:20:00,seen,0.78
GEO003274,P00209,LOC0051,2026-03-20 03:26:00,stayed,0.78
GEO003275,P00529,LOC0066,2026-08-07 19:18:00,stayed,0.92
GEO003276,P00369,LOC0032,2026-08-31 10:20:00,entered,0.71
GEO003277,P00789,LOC0129,2026-06-27 17:07:00,seen,0.79
GEO003278,P00703,LOC0029,2026-05-19 11:56:00,stayed,0.86
GEO003279,P00094,LOC0093,2026-06-02 05:48:00,exited,0.96
GEO003280,P00388,LOC0017,2026-06-15 04:42:00,exited,0.88
GEO003281,P00508,LOC0151,2026-08-25 10:25:00,entered,0.84
GEO003282,P00597,LOC0017,2026-03-31 01:03:00,exited,0.96
GEO003283,P00770,LOC0135,2026-04-16 15:10:00,stayed,0.75
GEO003284,P00194,LOC0023,2026-05-22 16:35:00,stayed,0.83
GEO003285,P00048,LOC0039,2026-06-05 23:27:00,seen,0.86
GEO003286,P00999,LOC0072,2026-05-05 16:48:00,seen,0.71
GEO003287,P00317,LOC0095,2026-02-23 07:51:00,entered,0.76
GEO003288,P00097,LOC0138,2026-01-27 01:14:00,stayed,0.93
GEO003289,P00992,LOC0103,2026-08-05 03:38:00,exited,0.74
GEO003290,P00883,LOC0005,2026-07-12 05:56:00,seen,0.68
GEO003291,P00179,LOC0175,2026-05-26 01:17:00,exited,0.77
GEO003292,P00496,LOC0172,2026-04-05 14:21:00,seen,0.98
GEO003293,P00097,LOC0051,2026-08-04 00:55:00,exited,0.95
GEO003294,P00248,LOC0077,2026-02-17 20:02:00,seen,0.67
GEO003295,P00560,LOC0064,2026-04-21 21:46:00,entered,0.85
GEO003296,P00144,LOC0040,2026-08-01 18:20:00,seen,0.76
GEO003297,P00022,LOC0007,2026-06-02 13:08:00,seen,0.87
GEO003298,P00357,LOC0062,2026-04-21 22:53:00,seen,0.7
GEO003299,P00526,LOC0073,2026-01-30 10:02:00,seen,0.89
GEO003300,P00227,LOC0117,2026-04-18 12:06:00,exited,0.98
GEO003301,P00832,LOC0036,2026-06-20 22:19:00,stayed,0.8
GEO003302,P00775,LOC0074,2026-02-17 00:32:00,seen,0.97
GEO003303,P00120,LOC0166,2026-05-25 02:57:00,entered,0.83
GEO003304,P00661,LOC0024,2026-04-08 02:05:00,stayed,0.85
GEO003305,P00731,LOC0100,2026-01-01 01:03:00,stayed,0.73
GEO003306,P00298,LOC0018,2026-04-01 21:38:00,seen,0.77
GEO003307,P00518,LOC0146,2026-05-06 19:52:00,seen,0.66
GEO003308,P00219,LOC0058,2026-04-17 00:17:00,exited,0.72
GEO003309,P00562,LOC0043,2026-07-20 05:03:00,entered,0.95
GEO003310,P00333,LOC0031,2026-03-14 23:13:00,seen,0.81
GEO003311,P00407,LOC0135,2026-08-07 04:24:00,stayed,0.71
GEO003312,P00681,LOC0107,2026-04-19 01:14:00,exited,0.89
GEO003313,P00788,LOC0077,2026-01-02 15:18:00,exited,0.92
GEO003314,P00285,LOC0019,2026-08-03 09:02:00,seen,0.69
GEO003315,P00396,LOC0046,2026-05-04 17:13:00,stayed,0.74
GEO003316,P00350,LOC0108,2026-05-21 13:46:00,exited,0.96
GEO003317,P00986,LOC0003,2026-01-06 16:37:00,exited,0.71
GEO003318,P00076,LOC0014,2026-07-23 14:22:00,stayed,0.88
GEO003319,P00422,LOC0176,2026-07-17 15:14:00,stayed,0.74
GEO003320,P00783,LOC0104,2026-04-14 21:56:00,stayed,0.69
GEO003321,P00029,LOC0127,2026-05-07 10:55:00,stayed,0.72
GEO003322,P00793,LOC0139,2026-03-11 06:29:00,entered,0.93
GEO003323,P00926,LOC0142,2026-05-03 11:46:00,entered,0.91
GEO003324,P00500,LOC0104,2026-05-18 14:52:00,stayed,0.88
GEO003325,P00401,LOC0142,2026-03-05 02:53:00,seen,0.81
GEO003326,P00213,LOC0061,2026-02-08 12:55:00,seen,0.8
GEO003327,P00773,LOC0021,2026-07-11 07:09:00,seen,0.95
GEO003328,P00492,LOC0148,2026-07-31 17:50:00,exited,0.97
GEO003329,P00408,LOC0034,2026-06-12 15:04:00,stayed,0.79
GEO003330,P00994,LOC0146,2026-05-21 10:13:00,exited,0.71
GEO003331,P00105,LOC0100,2026-03-09 13:04:00,stayed,0.73
GEO003332,P00251,LOC0057,2026-05-11 00:46:00,exited,0.67
GEO003333,P00586,LOC0110,2026-01-01 14:11:00,entered,0.66
GEO003334,P00959,LOC0175,2026-05-26 19:09:00,exited,0.9
GEO003335,P00091,LOC0053,2026-07-30 04:29:00,entered,0.67
GEO003336,P00449,LOC0060,2026-01-23 21:34:00,exited,0.92
GEO003337,P00493,LOC0175,2026-06-04 13:04:00,seen,0.83
GEO003338,P00996,LOC0135,2026-07-30 08:20:00,seen,0.74
GEO003339,P00466,LOC0069,2026-02-05 13:24:00,entered,0.87
GEO003340,P00625,LOC0135,2026-03-18 06:59:00,stayed,0.7
GEO003341,P00184,LOC0107,2026-04-10 00:03:00,exited,0.98
GEO003342,P00293,LOC0129,2026-04-30 00:22:00,seen,0.97
GEO003343,P00532,LOC0058,2026-02-12 00:14:00,entered,0.83
GEO003344,P00944,LOC0104,2026-05-22 13:34:00,exited,0.77
GEO003345,P00569,LOC0034,2026-02-22 00:06:00,seen,0.95
GEO003346,P00065,LOC0069,2026-04-23 21:58:00,entered,0.79
GEO003347,P00089,LOC0084,2026-05-07 00:29:00,seen,0.91
GEO003348,P00531,LOC0092,2026-01-20 13:30:00,seen,0.67
GEO003349,P00007,LOC0126,2026-02-05 20:25:00,seen,0.84
GEO003350,P00976,LOC0043,2026-06-02 03:23:00,entered,0.65
GEO003351,P00458,LOC0092,2026-03-24 00:43:00,exited,0.92
GEO003352,P00922,LOC0137,2026-08-22 17:00:00,entered,0.96
GEO003353,P00039,LOC0061,2026-07-16 05:24:00,seen,0.74
GEO003354,P00575,LOC0146,2026-07-21 12:29:00,seen,0.67
GEO003355,P00521,LOC0092,2026-05-09 16:40:00,seen,0.77
GEO003356,P00860,LOC0091,2026-06-15 13:43:00,stayed,0.71
GEO003357,P00436,LOC0178,2026-05-14 17:41:00,stayed,0.97
GEO003358,P00162,LOC0101,2026-05-20 10:01:00,entered,0.98
GEO003359,P00369,LOC0085,2026-08-06 12:57:00,entered,0.8
GEO003360,P00167,LOC0152,2026-05-05 20:51:00,entered,0.76
GEO003361,P00102,LOC0019,2026-05-13 11:25:00,seen,0.76
GEO003362,P00788,LOC0060,2026-03-18 04:35:00,seen,0.97
GEO003363,P00910,LOC0023,2026-04-07 05:38:00,exited,0.89
GEO003364,P00838,LOC0079,2026-03-22 18:32:00,exited,0.89
GEO003365,P00982,LOC0009,2026-08-30 23:09:00,seen,0.73
GEO003366,P00036,LOC0161,2026-02-11 19:32:00,entered,0.73
GEO003367,P00656,LOC0149,2026-05-19 21:05:00,exited,0.86
GEO003368,P00455,LOC0147,2026-07-31 03:45:00,stayed,0.67
GEO003369,P00471,LOC0096,2026-02-27 00:19:00,stayed,0.78
GEO003370,P00395,LOC0069,2026-08-12 06:54:00,stayed,0.87
GEO003371,P00116,LOC0046,2026-01-31 10:39:00,entered,0.74
GEO003372,P00902,LOC0008,2026-07-20 13:18:00,entered,0.98
GEO003373,P00391,LOC0059,2026-01-21 08:03:00,seen,0.72
GEO003374,P00394,LOC0034,2026-05-17 12:28:00,entered,0.84
GEO003375,P00457,LOC0041,2026-01-26 11:44:00,entered,0.94
GEO003376,P00190,LOC0157,2026-02-25 00:44:00,exited,0.89
GEO003377,P00918,LOC0042,2026-06-18 18:03:00,entered,0.73
GEO003378,P00946,LOC0043,2026-03-23 18:08:00,exited,0.96
GEO003379,P00046,LOC0143,2026-03-04 19:12:00,exited,0.76
GEO003380,P00149,LOC0114,2026-02-10 01:06:00,entered,0.77
GEO003381,P00950,LOC0098,2026-01-20 16:56:00,entered,0.76
GEO003382,P00882,LOC0077,2026-05-04 22:57:00,stayed,0.7
GEO003383,P00323,LOC0021,2026-02-02 23:52:00,stayed,0.74
GEO003384,P00945,LOC0121,2026-06-05 20:01:00,entered,0.74
GEO003385,P00617,LOC0041,2026-01-13 11:21:00,exited,0.91
GEO003386,P00967,LOC0157,2026-01-22 19:58:00,exited,0.79
GEO003387,P00996,LOC0097,2026-01-03 08:50:00,exited,0.84
GEO003388,P00423,LOC0148,2026-07-30 00:51:00,seen,0.96
GEO003389,P00566,LOC0141,2026-07-01 06:15:00,stayed,0.85
GEO003390,P00431,LOC0006,2026-01-07 15:20:00,entered,0.83
GEO003391,P00413,LOC0065,2026-08-05 15:51:00,entered,0.84
GEO003392,P00369,LOC0042,2026-06-21 19:10:00,exited,0.77
GEO003393,P00862,LOC0046,2026-04-13 15:36:00,exited,0.87
GEO003394,P00987,LOC0142,2026-03-14 23:31:00,seen,0.92
GEO003395,P00243,LOC0175,2026-03-09 21:04:00,stayed,0.78
GEO003396,P00015,LOC0012,2026-06-03 22:23:00,entered,0.92
GEO003397,P00942,LOC0084,2026-03-29 19:19:00,entered,0.75
GEO003398,P00754,LOC0142,2026-08-16 17:44:00,exited,0.94
GEO003399,P00369,LOC0087,2026-06-13 12:02:00,exited,0.95
GEO003400,P00812,LOC0030,2026-01-03 14:32:00,entered,0.89
GEO003401,P00738,LOC0144,2026-02-28 04:30:00,stayed,0.66
GEO003402,P00072,LOC0027,2026-05-01 00:34:00,stayed,0.9
GEO003403,P00936,LOC0125,2026-02-27 19:38:00,entered,0.67
GEO003404,P00240,LOC0076,2026-06-01 03:14:00,exited,0.74
GEO003405,P00189,LOC0069,2026-06-17 05:12:00,seen,0.93
GEO003406,P00987,LOC0161,2026-06-14 00:16:00,entered,0.66
GEO003407,P00609,LOC0175,2026-07-04 00:07:00,exited,0.82
GEO003408,P00902,LOC0158,2026-07-12 11:35:00,entered,0.84
GEO003409,P00275,LOC0167,2026-05-07 07:30:00,entered,0.71
GEO003410,P00835,LOC0138,2026-08-26 21:20:00,stayed,0.66
GEO003411,P00435,LOC0119,2026-07-05 10:35:00,seen,0.95
GEO003412,P00390,LOC0063,2026-04-22 05:17:00,entered,0.86
GEO003413,P00786,LOC0059,2026-02-28 02:16:00,stayed,0.65
GEO003414,P00211,LOC0088,2026-02-07 18:32:00,exited,0.98
GEO003415,P00802,LOC0037,2026-04-03 10:43:00,entered,0.95
